Description,Product Code,Gender,Product Area,Product Type,Style,Short Web Description,Neckline/Collar,End Use,Fit,Heel Height,Fabric Type,Length,Pattern,Sleeve Length,Water Resistance,Main/Upper Comp,Lining Comp,Sole Comp,Washcare Label,Washing Instructions,Drying Instructions,Ironing Instructions,Range,Packing Format,Long Web Description,Height (cm),Width (cm),Depth (cm),Length (cm),Model Wears,Exclusive,Colour,Product Group,Crew Type,Design Colour,Size,SKU,Vat Code,Style Code,EAN,Supplier ID,Country of Origin,Commodity Code,Season,Phase,Style ID,Option ID,SKU ID,Price Level,Product Template,Age of Intake,Product Segment,Web Exclusive,Cost Price,Live Date,Volume (ml),Outfit 1,Outfit 2,Outfit 3,Outfit 4,Wiring,Padding,Dangerous Goods,Colour Group,Weight (kg),Discontinued,Eco Friendly,Web Length (cm),Model Height,Waistband Position,Toe Style,Heel Type,Fastening,Non-Returnable,High Value,Markdown,John Lewis Product Code,Product Created,Last Updated
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,NAVY,36L,1002461,H,MAG002,5052123491086,BEXX CLOTHING LTD,CHN,,AUTUMN WINTER 2014,RECODE,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:50
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,NAVY,38L,1002478,H,MAG002,5052123491123,BEXX CLOTHING LTD,CHN,,AUTUMN WINTER 2014,RECODE,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:51
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,NAVY,34U,1002508,H,MAG002,5052123491079,BEXX CLOTHING LTD,CHN,,AUTUMN WINTER 2014,RECODE,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:51
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,NAVY,40U,1002539,H,MAG002,5052123491178,BEXX CLOTHING LTD,CHN,,AUTUMN WINTER 2014,RECODE,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:50
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,STONE,30R,1002577,H,MAG002,5052123491192,BEXX CLOTHING LTD,CHN,,AUTUMN WINTER 2014,RECODE,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:50
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,STONE,36R,1002607,H,MAG002,5052123491291,BEXX CLOTHING LTD,CHN,,AUTUMN WINTER 2014,RECODE,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:50
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,STONE,40R,1002621,H,MAG002,5052123491369,BEXX CLOTHING LTD,CHN,,AUTUMN WINTER 2014,RECODE,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:44
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,STONE,36U,1002713,H,MAG002,5052123491314,BEXX CLOTHING LTD,CHN,,AUTUMN WINTER 2014,RECODE,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:50
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,STONE,38U,1002720,H,MAG002,5052123491345,BEXX CLOTHING LTD,CHN,,AUTUMN WINTER 2014,RECODE,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:50
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,GREIGE1,32R,1004434,H,MAG002,5052123491888,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SPRING 2,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:50
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,GREIGE1,36L,1004519,H,MAG002,5052123491956,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SPRING 2,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:51
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,GREIGE1,38L,1004526,H,MAG002,5052123491994,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SPRING 2,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:49
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,GREIGE1,34U,1004557,H,MAG002,5052123491949,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SPRING 2,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:51
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,GREIGE1,38U,1004571,H,MAG002,5052123492014,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SPRING 2,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:51
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,GREIGE2,32S,1004656,H,MAG002,5052123492090,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SUMMER,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:48
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,GREIGE2,36S,1004670,H,MAG002,5052123492175,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SUMMER,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:51
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,GREIGE2,30R,1004687,H,MAG002,5052123492069,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SUMMER,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:44
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,GREIGE2,34R,1004700,H,MAG002,5052123492120,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SUMMER,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:44
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,GREIGE2,40R,1004731,H,MAG002,5052123492236,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SUMMER,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:51
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,GREIGE2,42R,1004748,H,MAG002,5052123492250,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SUMMER,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:51
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,GREIGE2,36L,1004779,H,MAG002,5052123492151,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SUMMER,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:50
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,GREIGE2,38L,1004786,H,MAG002,5052123492199,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SUMMER,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:50
LUCIE SHIRT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,300: Girls,3401: Shirt,CANDYPNK,8-9,1006858,Z,GAB015,5052123494131,TRUE ALLIANCE TRADING CO LTD,CHN,,SPRING SUMMER 2014,,300_1075,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:48
LEWIS POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5501: Polo,NAVY,S,1007688,H,OM05-1233,5052123495572,BEBE,,,Outlet manufactured styles,,500_4910,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:40
LEWIS POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5501: Polo,NAVY,M,1007695,H,OM05-1233,5052123495503,BEBE,,,Outlet manufactured styles,,500_4910,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:41
LEWIS POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5501: Polo,NAVY,L,1007701,H,OM05-1233,5052123495435,BEBE,,,Outlet manufactured styles,,500_4910,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:40
LEWIS POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5501: Polo,CHARCOAL,S,1007725,H,OM05-1233,5052123495534,BEBE,,,Outlet manufactured styles,,500_4910,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:40
LEWIS POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5501: Polo,CHARCOAL,M,1007732,H,OM05-1233,5052123495466,BEBE,,,Outlet manufactured styles,,500_4910,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:40
LEWIS POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5501: Polo,CHARCOAL,XL,1007756,H,OM05-1233,5052123495602,BEBE,,,Outlet manufactured styles,,500_4910,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:40
LEWIS POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5501: Polo,MARINE,L,1007824,H,OM05-1233,5052123495428,BEBE,,,Outlet manufactured styles,,500_4910,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:40
LEWIS POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5501: Polo,STRAWBER,XL,1007879,H,OM05-1233,5052123495664,BEBE,,,Outlet manufactured styles,,500_4910,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:41
LEWIS POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5501: Polo,PETROL,S,1007886,H,OM05-1233,5052123495589,BEBE,,,Outlet manufactured styles,,500_4910,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:40
LEWIS POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5501: Polo,PETROL,XL,1007916,H,OM05-1233,5052123495657,BEBE,,,Outlet manufactured styles,,500_4910,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:41
LEWIS POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5501: Polo,GRAPE,S,1007923,H,OM05-1233,5052123495558,BEBE,,,Outlet manufactured styles,,500_4910,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:41
LEWIS POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5501: Polo,GRAPE,XL,1007954,H,OM05-1233,5052123495626,BEBE,,,Outlet manufactured styles,,500_4910,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:40
CREW CLASSIC LTHR BELT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5751: Belts,TAN,S/M,1008807,H,MAJ020,5052123495930,ROMA LEATHER  LTD,GBR,,SPRING SUMMER 2016,RECODE,500_15161,,,,,,,Web Exclusive Test,5.8,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:39
CREW CLASSIC LTHR BELT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5751: Belts,TAN,L/XL,1008821,H,MAJ020,5052123495916,ROMA LEATHER  LTD,GBR,,SPRING SUMMER 2016,RECODE,500_15161,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:39
THOMAS SHIRT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,400: Boys,4501: LS Shirt,SKY,10-11,1010305,Z,BAB004,5052123497316,CP INTERNATIONAL,,,SPRING SUMMER 2014,SPRING 1,400_234,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:25
CANVAS STRIPE DECK SHOE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6650: Shoe,NAVY/WHI,37,1010466,H,WAR012,5052123498580,SIXES AND SEVENS,,,SPRING SUMMER 2014,SPRING 2,600_9968,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:27
CANVAS STRIPE DECK SHOE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6650: Shoe,NAVY/WHI,39,1010480,H,WAR012,5052123498603,SIXES AND SEVENS,,,SPRING SUMMER 2014,SPRING 2,600_9968,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:26
CANVAS STRIPE DECK SHOE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6650: Shoe,NAVY/WHI,40,1010497,H,WAR012,5052123498610,SIXES AND SEVENS,,,SPRING SUMMER 2014,SPRING 2,600_9968,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:27
CANVAS STRIPE DECK SHOE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6650: Shoe,NAVY/WHI,41,1010503,H,WAR012,5052123498627,SIXES AND SEVENS,,,SPRING SUMMER 2014,SPRING 2,600_9968,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:27
BUDLEIGH SCARF,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6624: Scarf,MULTI,O/S,1012095,H,WAP027,5052123499891,PRIMA EXPORTS,,,SPRING SUMMER 2014,SPRING 1,600_9945,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:44
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,PLMGREEN,32S,1012491,H,MAG002,5052123499211,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SPRING 2,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:44
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,PLMGREEN,34R,1012545,H,MAG002,5052123499259,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SPRING 2,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:45
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,PLMGREEN,40R,1012576,H,MAG002,5052123499396,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SPRING 2,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:45
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,PLMGREEN,34L,1012606,H,MAG002,5052123499242,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SPRING 2,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:44
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,PLMGREEN,36L,1012613,H,MAG002,5052123499297,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SPRING 2,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:44
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,PLMGREEN,38L,1012620,H,MAG002,5052123499341,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SPRING 2,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:44
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,GREIGE3,38U,1012675,H,MAG002,5052123499365,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SUMMER,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:50
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,PLMGREEN,32U,1012767,H,MAG002,5052123499235,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SPRING 2,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:50
CREW TROUSER,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5600: Trousers,PLMGREEN,34U,1012774,H,MAG002,5052123499280,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SPRING 2,500_3131,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:39:44
CLASSIC PIQUE SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6102: Pique,CLSCPINK,10,1013160,H,WAF003,5052123500627,FLEXIBILITY,,,AUTUMN WINTER 2014,RECODE,600_9847,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:41
CLASSIC PIQUE SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6102: Pique,CLSCPINK,12,1013177,H,WAF003,5052123500634,FLEXIBILITY,,,AUTUMN WINTER 2014,RECODE,600_9847,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:41
CLASSIC PIQUE SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6102: Pique,CLSCPINK,18,1013207,H,WAF003,5052123500665,FLEXIBILITY,,,AUTUMN WINTER 2014,RECODE,600_9847,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:41
CLASSIC PIQUE SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6102: Pique,NAVY,6,1013214,H,WAF003,5052123500740,FLEXIBILITY,,,AUTUMN WINTER 2014,RECODE,600_9847,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 13:46:42
