Description,Product Code,Gender,Product Area,Product Type,Style,Short Web Description,Neckline/Collar,End Use,Fit,Heel Height,Fabric Type,Length,Pattern,Sleeve Length,Water Resistance,Main/Upper Comp,Lining Comp,Sole Comp,Washcare Label,Washing Instructions,Drying Instructions,Ironing Instructions,Range,Packing Format,Long Web Description,Height (cm),Width (cm),Depth (cm),Length (cm),Model Wears,Exclusive,Colour,Product Group,Crew Type,Design Colour,Size,SKU,Vat Code,Style Code,EAN,Supplier ID,Country of Origin,Commodity Code,Season,Phase,Style ID,Option ID,SKU ID,Price Level,Product Template,Age of Intake,Product Segment,Web Exclusive,Cost Price,Live Date,Volume (ml),Outfit 1,Outfit 2,Outfit 3,Outfit 4,Wiring,Padding,Dangerous Goods,Colour Group,Weight (kg),Discontinued,Eco Friendly,Web Length (cm),Model Height,Waistband Position,Toe Style,Heel Type,Fastening,Non-Returnable,High Value,Markdown,John Lewis Product Code,Product Created,Last Updated
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,HOTFSCHIA,14,1144585,H,WHD001,5054409577217,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW PHASE 1,600_17638,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:13
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,PINKMRL,6,1144588,H,WHD001,5054409577248,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW PH 2B,600_17638,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:13
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,PINKMRL,18,1144594,H,WHD001,5054409577309,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW PH 2B,600_17638,,,,,,,Web Exclusive Test,12.76,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:16
REEFER WOOL JACKET,MHA009_DKNAVY,Mens,Clothing,Coats and Jackets,Formal Coat,Reefer Wool Jacket,Classic Collar,Smart,Classic,,Wool,,Plain,Long,,"Shell : 71% WOOL
20% POLYESTER 
4% POLYAMIDE 
5% OTHER FIBRES ","BACK BODY LINING : 56% POLYESTER 44% VISCOSE 
FRONT BODY LINING : 100% COTTON
SLEEVE LINING : 100% POLYESTER",,Do not wash,Do Not Wash,Do not tumble dry,Cool iron on reverse,Range test,Flat,"Our ever popular navy Reefer. This classic wool-mix pea coat is double breasted with branded buttons. We've finished it off with our charcoal felt detailing hidden under the collar. A stylish, take-you-anywhere look.",,,,78.0,,,Navy Blue,500: Menswear,5104: Jacket,DKNAVY,L,1144799,H,MHA009,5054409579037,LLOYD TEXTILES TRADING LTD,CHN,6203310000,SPRING SUMMER 2020,CARRYOVER,500_3523,500_3523_019_033,500_3523_019_033_L,,,,,Web Exclusive Test,33.44,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:29:56
REEFER WOOL JACKET,MHA009_DKNAVY,Mens,Clothing,Coats and Jackets,Formal Coat,Reefer Wool Jacket,Classic Collar,Smart,Classic,,Wool,,Plain,Long,,"Shell : 71% WOOL
20% POLYESTER 
4% POLYAMIDE 
5% OTHER FIBRES ","BACK BODY LINING : 56% POLYESTER 44% VISCOSE 
FRONT BODY LINING : 100% COTTON
SLEEVE LINING : 100% POLYESTER",,Do not wash,Do Not Wash,Do not tumble dry,Cool iron on reverse,Range test,Flat,"Our ever popular navy Reefer. This classic wool-mix pea coat is double breasted with branded buttons. We've finished it off with our charcoal felt detailing hidden under the collar. A stylish, take-you-anywhere look.",,,,78.0,,,Navy Blue,500: Menswear,5104: Jacket,DKNAVY,XS,1144803,H,MHA009,5054409579044,LLOYD TEXTILES TRADING LTD,CHN,6203310000,SPRING SUMMER 2020,CARRYOVER,500_3523,500_3523_019_033,500_3523_019_033_XS,,,,,Web Exclusive Test,31.85,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:29:56
ULTIMATE BRETON,,Womens,Clothing,Tops,Jersey Top,3/4 Sleeve Ultimate Striped Breton,Boat Neck,Casual,Casual,,Cotton,,,3/4 Sleeve,,100% COTTON,,,Delicate Machine Wash at 40°C,Delicate Machine Wash at 40°C,,,Range test,Flat,,,,,,,,,600: Womenswear,6402: Jersey Top,BLUNVY,8,1145382,H,WHE003,5054409586486,GOLDEN EMPIRE,CHN,6109100010,AUTUMN WINTER 2017,AW17 PH 1A,600_17676,,,,,,,Web Exclusive Test,6.4,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:34:28
HERITAGE CABLE VNECK,WHD001_SVRGRYMRL,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,Plain,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,"A cable jumper in grey. A lightweight knit, this is designed for the warmer months. Layer over a shirt and chinos, then wear over the shoulders when the sun comes out. A style that’s always in season.",,,,,,,Mid Grey,600: Womenswear,6200: Cable,SVRGRYMRL,8,1146191,H,WHD001,5054409602568,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW17 PH 1A,600_17638,600_17638_059_033,600_17638_059_033_8,,,,,Web Exclusive Test,12.85,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,False,,,11/09/2023 11:30:13
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,FSCHIA,18,1146202,H,WHD001,5054409602889,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW17 PH 1A,600_17638,,,,,,,Web Exclusive Test,12.76,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:15
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,SLVGRYMRL,6,1147537,H,WHD001,5054409618057,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW17 PH 1A,600_17638,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:09
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,SLVGRYMRL,8,1147539,H,WHD001,5054409618071,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW17 PH 1A,600_17638,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:15
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,SLVGRYMRL,18,1147543,H,WHD001,5054409618118,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW17 PH 1A,600_17638,,,,,,,Web Exclusive Test,12.72,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:15
STRAIGHT JEAN,WHH002_BLACK,Womens,Clothing,Trousers,Jean,Straight Jean,,Day,Straight,,,,Plain,,,,,,,,,,Range test,Flat,"A regular fit pair of jeans in black, for someone who wants a more relaxed cut. Slim on the leg and loose around the ankle. Because everything works with jeans.",,,,,,,Black,600: Womenswear,6800: Jeans,BLACK,6,1147547,H,WHH002,5054409618637,UNION APPAREL INTERNATIONAL LTD,CHN,6204623190,SPRING SUMMER 2023,CONTINUITY,600_10505,600_10505_000_033,600_10505_000_033_6,,,,,Web Exclusive Test,19.94,01/02/2023 00:00:00,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,5ft 9in,Standard rise,,,Button and zip,,,True,,,11/09/2023 11:29:38
STRAIGHT JEAN,WHH002_BLACK,Womens,Clothing,Trousers,Jean,Straight Jean,,Day,Straight,,,,Plain,,,,,,,,,,Range test,Flat,"A regular fit pair of jeans in black, for someone who wants a more relaxed cut. Slim on the leg and loose around the ankle. Because everything works with jeans.",,,,,,,Black,600: Womenswear,6800: Jeans,BLACK,8,1147549,H,WHH002,5054409618583,UNION APPAREL INTERNATIONAL LTD,CHN,6204623190,SPRING SUMMER 2023,CONTINUITY,600_10505,600_10505_000_033,600_10505_000_033_8,,,,,Web Exclusive Test,,01/02/2023 00:00:00,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,5ft 9in,Standard rise,,,Button and zip,,,True,,,11/09/2023 11:29:38
TRUE SKINNY JEAN,WHH001_BLACK,Womens,Clothing,Trousers,Jean,True Skinny Jean,,Day,Skinny,,Cotton,,Plain,,,43% COTTON 25% Lyocell 19% Polyester 11% Viscose 2% Elastane,,,,Machine Washable at 40°C,Cool tumble dry,Warm iron on reverse,Range test,Flat,"A classic skinny jean in black. Close fitting with a mid-rise waist, this jean is a staple in every wardrobe. Pair with a striped Breton for a timeless look. Easy-going and stylish.",,,,76.0,,,Black,600: Womenswear,6800: Jeans,BLACK,12,1147557,H,WHH001,5054409618743,UNION APPAREL INTERNATIONAL LTD,CHN,6204623190,SPRING SUMMER 2023,CONTINUITY,600_10504,600_10504_000_033,600_10504_000_033_12,,,,,Web Exclusive Test,20.36,01/02/2023 00:00:00,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,5ft 9in,Mid rise,,,Button and zip,,,True,,,11/09/2023 11:29:40
TRUE SKINNY JEAN,WHH001_BLACK,Womens,Clothing,Trousers,Jean,True Skinny Jean,,Day,Skinny,,Cotton,,Plain,,,43% COTTON 25% Lyocell 19% Polyester 11% Viscose 2% Elastane,,,,Machine Washable at 40°C,Cool tumble dry,Warm iron on reverse,Range test,Flat,"A classic skinny jean in black. Close fitting with a mid-rise waist, this jean is a staple in every wardrobe. Pair with a striped Breton for a timeless look. Easy-going and stylish.",,,,76.0,,,Black,600: Womenswear,6800: Jeans,BLACK,14,1147558,H,WHH001,5054409618750,UNION APPAREL INTERNATIONAL LTD,CHN,6204623190,SPRING SUMMER 2023,CONTINUITY,600_10504,600_10504_000_033,600_10504_000_033_14,,,,,Web Exclusive Test,18.28,01/02/2023 00:00:00,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,5ft 9in,Mid rise,,,Button and zip,,,True,,,11/09/2023 11:29:41
TRUE SKINNY JEAN,WHH001_BLACK,Womens,Clothing,Trousers,Jean,True Skinny Jean,,Day,Skinny,,Cotton,,Plain,,,43% COTTON 25% Lyocell 19% Polyester 11% Viscose 2% Elastane,,,,Machine Washable at 40°C,Cool tumble dry,Warm iron on reverse,Range test,Flat,"A classic skinny jean in black. Close fitting with a mid-rise waist, this jean is a staple in every wardrobe. Pair with a striped Breton for a timeless look. Easy-going and stylish.",,,,76.0,,,Black,600: Womenswear,6800: Jeans,BLACK,16,1147559,H,WHH001,5054409618767,UNION APPAREL INTERNATIONAL LTD,CHN,6204623190,SPRING SUMMER 2023,CONTINUITY,600_10504,600_10504_000_033,600_10504_000_033_16,,,,,Web Exclusive Test,16.74,01/02/2023 00:00:00,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,5ft 9in,Mid rise,,,Button and zip,,,True,,,11/09/2023 11:29:41
TRUE SKINNY JEAN,WHH001_BLACK,Womens,Clothing,Trousers,Jean,True Skinny Jean,,Day,Skinny,,Cotton,,Plain,,,43% COTTON 25% Lyocell 19% Polyester 11% Viscose 2% Elastane,,,,Machine Washable at 40°C,Cool tumble dry,Warm iron on reverse,Range test,Flat,"A classic skinny jean in black. Close fitting with a mid-rise waist, this jean is a staple in every wardrobe. Pair with a striped Breton for a timeless look. Easy-going and stylish.",,,,76.0,,,Black,600: Womenswear,6800: Jeans,BLACK,18,1147560,H,WHH001,5054409618781,UNION APPAREL INTERNATIONAL LTD,CHN,6204623190,SPRING SUMMER 2023,CONTINUITY,600_10504,600_10504_000_033,600_10504_000_033_18,,,,,Web Exclusive Test,19.37,01/02/2023 00:00:00,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,5ft 9in,Mid rise,,,Button and zip,,,True,,,11/09/2023 11:29:41
CLASSIC 1/2 ZIP SWEAT,,Mens,Clothing,Sweatshirts and Hoodies,Sweater,Classic Half Zip Sweat,Half Zip Neck,,Classic,,,,,Long,,,,,,,,,Range test,Flat,,,,,,,,,500: Menswear,5400: Half Neck,NAVY,XL,1148696,H,MZD003,5054409638826,FLEXIBILITY,TUR,6110209100,SPRING SUMMER 2018,CONTINUITY,500_13286,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:35:17
CLASSIC 1/2 ZIP SWEAT,,Mens,Clothing,Sweatshirts and Hoodies,Sweater,Classic Half Zip Sweat,Half Zip Neck,,Classic,,,,,Long,,,,,,,,,Range test,Flat,,,,,,,,,500: Menswear,5400: Half Neck,NAVY,XS,1148717,H,MZD003,5054409639687,FLEXIBILITY,TUR,6110209100,SPRING SUMMER 2018,CONTINUITY,500_13286,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:35:15
CLASSIC 1/2 ZIP SWEAT,,Mens,Clothing,Sweatshirts and Hoodies,Sweater,Classic Half Zip Sweat,Half Zip Neck,,Classic,,,,,Long,,,,,,,,,Range test,Flat,,,,,,,,,500: Menswear,5400: Half Neck,NAVY,XXL,1148718,H,MZD003,5054409639694,FLEXIBILITY,TUR,6110209100,SPRING SUMMER 2018,CONTINUITY,500_13286,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:35:17
CLASSIC 1/2 ZIP SWEAT,MZD003_GREY MARL,Mens,Clothing,Sweatshirts and Hoodies,Sweater,Classic Half Zip Sweat,Half Zip Neck,,Classic,,,,Plain,Long,,,,,,,,,Range test,Flat,A half zip sweatshirt in grey. This cosy layer features ribbed detailing and a zip to lock in warmth and is finished with our crossed oars embroidered on the chest. A classic you know and love.,,,,,,,Graphite Grey,500: Menswear,5400: Half Neck,GREY MARL,L,1148720,H,MZD003,5054409639731,FLEXIBILITY,TUR,6110209100,AW19,CONTINUITY,500_13286,500_13286_055_033,500_13286_055_033_L,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:35:15
CLASSIC 1/2 ZIP SWEAT,MZD003_GREY MARL,Mens,Clothing,Sweatshirts and Hoodies,Sweater,Classic Half Zip Sweat,Half Zip Neck,,Classic,,,,Plain,Long,,,,,,,,,Range test,Flat,A half zip sweatshirt in grey. This cosy layer features ribbed detailing and a zip to lock in warmth and is finished with our crossed oars embroidered on the chest. A classic you know and love.,,,,,,,Graphite Grey,500: Menswear,5400: Half Neck,GREY MARL,XL,1148723,H,MZD003,5054409639748,FLEXIBILITY,TUR,6110209100,AW19,CONTINUITY,500_13286,500_13286_055_033,500_13286_055_033_XL,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:35:15
CLASSIC 1/2 ZIP SWEAT,MZD003_GREY MARL,Mens,Clothing,Sweatshirts and Hoodies,Sweater,Classic Half Zip Sweat,Half Zip Neck,,Classic,,,,Plain,Long,,,,,,,,,Range test,Flat,A half zip sweatshirt in grey. This cosy layer features ribbed detailing and a zip to lock in warmth and is finished with our crossed oars embroidered on the chest. A classic you know and love.,,,,,,,Graphite Grey,500: Menswear,5400: Half Neck,GREY MARL,XXL,1148725,H,MZD003,5054409639755,FLEXIBILITY,TUR,6110209100,AW19,CONTINUITY,500_13286,500_13286_055_033,500_13286_055_033_XXL,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:35:17
