Description,Product Code,Gender,Product Area,Product Type,Style,Short Web Description,Neckline/Collar,End Use,Fit,Heel Height,Fabric Type,Length,Pattern,Sleeve Length,Water Resistance,Main/Upper Comp,Lining Comp,Sole Comp,Washcare Label,Washing Instructions,Drying Instructions,Ironing Instructions,Range,Packing Format,Long Web Description,Height (cm),Width (cm),Depth (cm),Length (cm),Model Wears,Exclusive,Colour,Product Group,Crew Type,Design Colour,Size,SKU,Vat Code,Style Code,EAN,Supplier ID,Country of Origin,Commodity Code,Season,Phase,Style ID,Option ID,SKU ID,Price Level,Product Template,Age of Intake,Product Segment,Web Exclusive,Cost Price,Live Date,Volume (ml),Outfit 1,Outfit 2,Outfit 3,Outfit 4,Wiring,Padding,Dangerous Goods,Colour Group,Weight (kg),Discontinued,Eco Friendly,Web Length (cm),Model Height,Waistband Position,Toe Style,Heel Type,Fastening,Non-Returnable,High Value,Markdown,John Lewis Product Code,Product Created,Last Updated
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,CHKGRYMRL,8,1144576,H,WHD001,5054409577125,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW PHASE 1,600_17638,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:18
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,CHKGRYMRL,12,1144577,H,WHD001,5054409577132,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW PHASE 1,600_17638,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:14
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,CHKGRYMRL,16,1144579,H,WHD001,5054409577156,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW PHASE 1,600_17638,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:18
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,CHKGRYMRL,18,1144580,H,WHD001,5054409577163,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW PHASE 1,600_17638,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:14
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,HOTFSCHIA,10,1144582,H,WHD001,5054409577187,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW PHASE 1,600_17638,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:16
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,HOTFSCHIA,8,1144583,H,WHD001,5054409577194,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW PHASE 1,600_17638,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:18
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,HOTFSCHIA,12,1144584,H,WHD001,5054409577200,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW PHASE 1,600_17638,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:17
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,HOTFSCHIA,16,1144586,H,WHD001,5054409577224,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW PHASE 1,600_17638,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:14
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,PINKMRL,8,1144590,H,WHD001,5054409577262,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW PH 2B,600_17638,,,,,,,Web Exclusive Test,12.89,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:16
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,PINKMRL,14,1144592,H,WHD001,5054409577286,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW PH 2B,600_17638,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:16
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,PINKMRL,16,1144593,H,WHD001,5054409577293,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW PH 2B,600_17638,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:18
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,ALMONDMRL,8,1144597,H,WHD001,5054409577330,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW PH 2B,600_17638,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:16
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,ALMONDMRL,14,1144599,H,WHD001,5054409577354,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW PH 2B,600_17638,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:15
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,ALMONDMRL,16,1144600,H,WHD001,5054409577361,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW PH 2B,600_17638,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:15
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,ALMONDMRL,18,1144601,H,WHD001,5054409577378,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW PH 2B,600_17638,,,,,,,Web Exclusive Test,12.77,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:18
HERITAGE CABLE VNECK,WHD001_SVRGRYMRL,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,Plain,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,"A cable jumper in grey. A lightweight knit, this is designed for the warmer months. Layer over a shirt and chinos, then wear over the shoulders when the sun comes out. A style that’s always in season.",,,,,,,Mid Grey,600: Womenswear,6200: Cable,SVRGRYMRL,6,1146189,H,WHD001,5054409602544,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW17 PH 1A,600_17638,600_17638_059_033,600_17638_059_033_6,,,,,Web Exclusive Test,12.83,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,False,,,11/09/2023 11:30:15
HERITAGE CABLE VNECK,WHD001_SVRGRYMRL,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,Plain,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,"A cable jumper in grey. A lightweight knit, this is designed for the warmer months. Layer over a shirt and chinos, then wear over the shoulders when the sun comes out. A style that’s always in season.",,,,,,,Mid Grey,600: Womenswear,6200: Cable,SVRGRYMRL,10,1146190,H,WHD001,5054409602551,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW17 PH 1A,600_17638,600_17638_059_033,600_17638_059_033_10,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,False,,,11/09/2023 11:30:17
HERITAGE CABLE VNECK,WHD001_SVRGRYMRL,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,Plain,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,"A cable jumper in grey. A lightweight knit, this is designed for the warmer months. Layer over a shirt and chinos, then wear over the shoulders when the sun comes out. A style that’s always in season.",,,,,,,Mid Grey,600: Womenswear,6200: Cable,SVRGRYMRL,12,1146192,H,WHD001,5054409602575,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW17 PH 1A,600_17638,600_17638_059_033,600_17638_059_033_12,,,,,Web Exclusive Test,12.73,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,False,,,11/09/2023 11:30:15
HERITAGE CABLE VNECK,WHD001_SVRGRYMRL,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,Plain,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,"A cable jumper in grey. A lightweight knit, this is designed for the warmer months. Layer over a shirt and chinos, then wear over the shoulders when the sun comes out. A style that’s always in season.",,,,,,,Mid Grey,600: Womenswear,6200: Cable,SVRGRYMRL,14,1146193,H,WHD001,5054409602582,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW17 PH 1A,600_17638,600_17638_059_033,600_17638_059_033_14,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,False,,,11/09/2023 11:30:15
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,FSCHIA,10,1146197,H,WHD001,5054409602834,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW17 PH 1A,600_17638,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:16
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,FSCHIA,12,1146199,H,WHD001,5054409602858,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW17 PH 1A,600_17638,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:17
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,FSCHIA,14,1146200,H,WHD001,5054409602865,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW17 PH 1A,600_17638,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:15
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,FSCHIA,16,1146201,H,WHD001,5054409602872,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW17 PH 1A,600_17638,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:17
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,SLVGRYMRL,10,1147538,H,WHD001,5054409618064,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW17 PH 1A,600_17638,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:15
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,SLVGRYMRL,14,1147541,H,WHD001,5054409618095,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW17 PH 1A,600_17638,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:16
HERITAGE CABLE VNECK,,Womens,Clothing,Knitwear,Sweater,Heritage Cable V-Neck Jumper,V Neck,Casual,Fitted,,Cotton,,,Long,,"95% Cotton, 5% Cashmere",,,Machine Washable,Machine Washable,,,Range test,Flat,,,,,,,,,600: Womenswear,6200: Cable,SLVGRYMRL,16,1147542,H,WHD001,5054409618101,FULLCHARM KNITTERS LIMITED,CHN,6110209900,AUTUMN WINTER 2017,AW17 PH 1A,600_17638,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 11:30:17
STRAIGHT JEAN,WHH002_BLACK,Womens,Clothing,Trousers,Jean,Straight Jean,,Day,Straight,,,,Plain,,,,,,,,,,Range test,Flat,"A regular fit pair of jeans in black, for someone who wants a more relaxed cut. Slim on the leg and loose around the ankle. Because everything works with jeans.",,,,,,,Black,600: Womenswear,6800: Jeans,BLACK,14,1147551,H,WHH002,5054409618613,UNION APPAREL INTERNATIONAL LTD,CHN,6204623190,SPRING SUMMER 2023,CONTINUITY,600_10505,600_10505_000_033,600_10505_000_033_14,,,,,Web Exclusive Test,,01/02/2023 00:00:00,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,5ft 9in,Standard rise,,,Button and zip,,,True,,,11/09/2023 11:29:38
STRAIGHT JEAN,WHH002_BLACK,Womens,Clothing,Trousers,Jean,Straight Jean,,Day,Straight,,,,Plain,,,,,,,,,,Range test,Flat,"A regular fit pair of jeans in black, for someone who wants a more relaxed cut. Slim on the leg and loose around the ankle. Because everything works with jeans.",,,,,,,Black,600: Womenswear,6800: Jeans,BLACK,18,1147553,H,WHH002,5054409618644,UNION APPAREL INTERNATIONAL LTD,CHN,6204623190,SPRING SUMMER 2023,CONTINUITY,600_10505,600_10505_000_033,600_10505_000_033_18,,,,,Web Exclusive Test,19.94,01/02/2023 00:00:00,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,5ft 9in,Standard rise,,,Button and zip,,,True,,,11/09/2023 11:29:38
TRUE SKINNY JEAN,WHH001_BLACK,Womens,Clothing,Trousers,Jean,True Skinny Jean,,Day,Skinny,,Cotton,,Plain,,,43% COTTON 25% Lyocell 19% Polyester 11% Viscose 2% Elastane,,,,Machine Washable at 40°C,Cool tumble dry,Warm iron on reverse,Range test,Flat,"A classic skinny jean in black. Close fitting with a mid-rise waist, this jean is a staple in every wardrobe. Pair with a striped Breton for a timeless look. Easy-going and stylish.",,,,76.0,,,Black,600: Womenswear,6800: Jeans,BLACK,6,1147554,H,WHH001,5054409618774,UNION APPAREL INTERNATIONAL LTD,CHN,6204623190,SPRING SUMMER 2023,CONTINUITY,600_10504,600_10504_000_033,600_10504_000_033_6,,,,,Web Exclusive Test,19.96,01/02/2023 00:00:00,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,5ft 9in,Mid rise,,,Button and zip,,,True,,,11/09/2023 11:29:40
