Source,SupplierCode,BIS_Ref_ID,ItemOptionNumber,ProductStyle,OptionDescription,ItemDescription,SubGroup,SubgroupDescription,EAN,PolledDate,TransDate,CountryCode,OriginalSellingPrice,SaleUnits,SaleValue,ReturnUnits,ReturnValue,FullPriceInd,SalesSourceDescription,ModelType,VATRate,VAT,VATExclusive,CommissionRate,Commission,BrandName,OrderReferenceNumber
ONL,A95230,1005802156,71898282,WZH003WRNMIDWSH,10 S,CREW CLOTHING BLUE S,4F02,WOMENS CLOTHING,5054409623204,2023-10-12,2023-10-12,GB,65.00,1,27.00,0,0.00,MD,Online,Concession,20.00,4.50,22.50,37.00,8.33,Crew Clothing Company,6RVM4N14
ONL,A95230,1005514160,N4039413,WSK001_AQUA,8,CR BLU CREW CLOTHING,4F06,WOMENS PP+,5059595931119,2023-10-12,2023-10-12,GB,39.00,1,23.00,0,0.00,MD,Online,Concession,20.00,3.83,19.17,37.00,7.09,Crew Clothing Company,6RVN505D
ONL,A95230,1005505014,U0242950,BDJ019_GREY,5-6 yrs,CR GRY CREW CLOTHING,4F07,BOYS PP+,5059595274711,2023-10-12,2023-09-19,GB,22.00,1,8.00,0,0.00,MD,Online,Concession,0.00,0.00,8.00,37.00,2.96,Crew Clothing Company,6RMMBXAJ
ONL,A95230,1005362989,T8831915,WQJ522_TINYDITSY,12,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595468998,2023-10-12,2023-10-06,GB,37.00,1,37.00,0,0.00,MD,Online,Concession,20.00,6.17,30.83,37.00,11.41,Crew Clothing Company,6RSVAMN7
ONL,A95230,1005508657,85783017,WSE253_PINK,16,CR PNK CREW CLOTHING,4F02,WOMENS CLOTHING,5059595785422,2023-10-12,2023-10-11,GB,35.00,1,35.00,0,0.00,FP,Online,Concession,20.00,5.83,29.17,37.00,10.79,Crew Clothing Company,6RVA5R33
ONL,A95230,1004714399,D1442624,MRA038_BLUE,38 R,CR BLU CREW CLOTHING,4F05,MENS PP+,5059595663249,2023-10-12,2023-10-11,GB,75.00,1,75.00,0,0.00,MD,Online,Concession,20.00,12.50,62.50,37.00,23.13,Crew Clothing Company,6RVA50QN
ONL,A95230,1005388200,N4191015,WSJ173_CRNFLOWER,12,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595834090,2023-10-12,2023-10-11,GB,79.00,1,39.00,0,0.00,MD,Online,Concession,20.00,6.50,32.50,37.00,12.03,Crew Clothing Company,6RV9VX8A
ONL,A95230,1005739315,D8940216,WSJ101_BLUE,14,CR BLU CREW CLOTHING,4F06,WOMENS PP+,5059595755685,2023-10-12,2023-10-11,GB,37.00,1,37.00,0,0.00,MD,Online,Concession,20.00,6.17,30.83,37.00,11.41,Crew Clothing Company,6RV8XNTV
ONL,A95230,1005444206,17603703,MSE020_BRKGREENST,Medium,CR GRN CREW CLOTHING,4F01,MENS CLOTHING,5059595774884,2023-10-12,2023-10-12,GB,42.00,1,21.00,0,0.00,MD,Online,Concession,20.00,3.50,17.50,37.00,6.48,Crew Clothing Company,6RVMVQ1P
ONL,A95230,292017480,15750014,WTE022_NVYWHT,10,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595944683,2023-10-12,2023-09-24,GB,32.00,0,0.00,-1,-32.00,FP,Online,Concession,20.00,-5.33,-26.67,37.00,-9.87,Crew Clothing Company,6RP494ZW
ONL,A95230,291932739,U4351213,WQG153_NAVY,8,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595421498,2023-10-12,2023-09-21,GB,59.00,0,0.00,-1,-29.00,MD,Online,Concession,20.00,-4.83,-24.17,37.00,-8.94,Crew Clothing Company,6RNAY47Z
ONL,A95230,1005322389,91256717,WTB001_PNKPRINT,16,CR PUR CREW CLOTHING,4F02,WOMENS CLOTHING,5063013008604,2023-10-12,2023-10-12,GB,59.00,1,59.00,0,0.00,FP,Online,Concession,20.00,9.83,49.17,37.00,18.19,Crew Clothing Company,6RVM25GR
ONL,A95230,291994443,M0149104,MMB032NAVY,Large,BLU CREW CLOTHING BL,4F01,MENS CLOTHING,5054409490349,2023-10-12,2023-10-06,GB,59.00,0,0.00,-1,-59.00,FP,Online,Concession,20.00,-9.83,-49.17,37.00,-18.19,Crew Clothing Company,6RSV2RA7
ONL,A95230,291897678,22973486,WMH014LIGHTINDG,18 S,CREW CLOTHING BLUE S,4F02,WOMENS CLOTHING,5054409654017,2023-10-12,2023-10-01,GB,65.00,0,0.00,-1,-32.00,MD,Online,Concession,20.00,-5.33,-26.67,37.00,-9.87,Crew Clothing Company,6RRAA84P
ONL,A25671,291941146,D3723816,WTD080_NAVY,14,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5063013016609,2023-10-12,2023-10-07,GB,65.00,0,0.00,-1,-65.00,FP,Online,Non-stocked,20.00,-10.83,-54.17,37.00,-20.04,Crew Clothing Company,6RT689FA
ONL,A25671,1005743618,A9941122,MQG006_TAN,34 R,CR NAT CREW CLOTHING,4F01,MENS CLOTHING,5059595455783,2023-10-12,2023-10-11,GB,65.00,1,65.00,0,0.00,FP,Online,Non-stocked,20.00,10.83,54.17,37.00,20.04,Crew Clothing Company,6RV90Q0P
ONL,A95230,1005460829,65879315,WSE050_LEMNWHTLN,12,CR YEL CREW CLOTHING,4F02,WOMENS CLOTHING,5059595853817,2023-10-12,2023-10-10,GB,22.00,1,11.00,0,0.00,MD,Online,Concession,20.00,1.83,9.17,37.00,3.39,Crew Clothing Company,6RTYBF9T
ONL,A95230,1005344068,D2833358,WRR005_NAVY,7 EU 40,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595632702,2023-10-12,2023-10-11,GB,34.00,1,34.00,0,0.00,MD,Online,Concession,20.00,5.67,28.33,37.00,10.48,Crew Clothing Company,6RVA7H9B
ONL,A95230,292010718,U0982915,WOH007DARKIND,12,CREW CLOTHING GIRLFR,4F02,WOMENS CLOTHING,5059595134350,2023-10-12,2023-10-04,GB,65.00,0,0.00,-1,-32.00,MD,Online,Concession,20.00,-5.33,-26.67,37.00,-9.87,Crew Clothing Company,6RS450MW
ONL,A95230,291875921,58687507,MSE002_DAYBREAK,2X-Large,CR PUR CREW CLOTHING,4F01,MENS CLOTHING,5059595771456,2023-10-12,2023-09-20,GB,40.00,0,0.00,-1,-20.00,MD,Online,Concession,20.00,-3.33,-16.67,37.00,-6.17,Crew Clothing Company,6RMZ7JW5
ONL,A25671,1005763918,U4426846,BAE103_SLVRMNK,8-9 Yrs,CR NAT CREW CLOTHING,4F03,BOYS CLOTHING,5054409880904,2023-10-12,2023-10-11,GB,24.00,1,24.00,0,0.00,FP,Online,Non-stocked,0.00,0.00,24.00,37.00,8.88,Crew Clothing Company,6RV9ZTRV
ONL,A95230,1005815911,16329406,MSE002_ORANGEMRL,X-Large,CR ORN CREW CLOTHING,4F01,MENS CLOTHING,5059595771920,2023-10-12,2023-10-12,GB,40.00,1,24.00,0,0.00,MD,Online,Concession,20.00,4.00,20.00,37.00,7.40,Crew Clothing Company,6RVM9CKQ
ONL,A95230,291884767,76034817,MJH001INDIGO,38 S,CR BLU CREW CLOTHING,4F01,MENS CLOTHING,5054409884704,2023-10-12,2023-10-11,GB,69.00,0,0.00,-1,-69.00,FP,Online,Concession,20.00,-11.50,-57.50,37.00,-21.28,Crew Clothing Company,6RV98799
ONL,A95230,291950102,23531325,MJH002 INDIGO,40 R,C BLUE JEAN,4F01,MENS CLOTHING,5054409884957,2023-10-12,2023-09-26,GB,65.00,0,0.00,-1,-65.00,FP,Online,Concession,20.00,-10.83,-54.17,37.00,-20.04,Crew Clothing Company,6RPVKWML
ONL,A95230,1005341377,A9823826,WZH004_VINTAGMID,18 R,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5054409623549,2023-10-12,2023-10-12,GB,65.00,1,32.00,0,0.00,MD,Online,Concession,20.00,5.33,26.67,37.00,9.87,Crew Clothing Company,6RVMK2Q2
ONL,A95230,1005498027,71898282,WZH003WRNMIDWSH,10 S,CREW CLOTHING BLUE S,4F02,WOMENS CLOTHING,5054409623204,2023-10-12,2023-10-12,GB,65.00,1,27.00,0,0.00,MD,Online,Concession,20.00,4.50,22.50,37.00,8.33,Crew Clothing Company,6RVM362S
ONL,A25671,291830558,10169913,WTD096_RUBY,8,CR RED CREW CLOTHING,4F02,WOMENS CLOTHING,5063013016296,2023-10-12,2023-10-06,GB,59.00,0,0.00,-1,-59.00,FP,Online,Non-stocked,20.00,-9.83,-49.17,37.00,-18.19,Crew Clothing Company,6RSTJDMM
ONL,A25671,1005508390,51021317,WOE017NAVY,16,CR BLU JEMMA BOAT NE,4F02,WOMENS CLOTHING,5059595175773,2023-10-12,2023-10-11,GB,22.00,1,22.00,0,0.00,FP,Online,Non-stocked,20.00,3.67,18.33,37.00,6.78,Crew Clothing Company,6RV9PFDL
ONL,A95230,1005404090,D8942305,MSE003_PLUME,Large,CR BLU CREW CLOTHING,4F05,MENS PP+,5059595749363,2023-10-12,2023-10-11,GB,29.00,1,14.50,0,0.00,MD,Online,Concession,20.00,2.42,12.08,37.00,4.47,Crew Clothing Company,6RVA51Z3
ONL,A95230,292016912,13325004,MMB032SKY,Large,CREW CLOTHING BLUE C,4F01,MENS CLOTHING,5054409490486,2023-10-12,2023-10-06,GB,59.00,0,0.00,-1,-59.00,FP,Online,Concession,20.00,-9.83,-49.17,37.00,-18.19,Crew Clothing Company,6RSV2RA7
ONL,A95230,1005660498,51888304,MSE028_PINK,Medium,CR PNK CREW CLOTHING,4F01,MENS CLOTHING,5059595822684,2023-10-12,2023-10-09,GB,45.00,1,16.50,0,0.00,MD,Online,Concession,20.00,2.75,13.75,37.00,5.09,Crew Clothing Company,6RTKV339
ONL,A95230,291945762,56239715,MSA020_BLUE,44 R,CR BLU CREW CLOTHING,4F01,MENS CLOTHING,5063013058067,2023-10-12,2023-10-03,GB,169.00,0,0.00,-1,-80.00,MD,Online,Concession,20.00,-13.33,-66.67,37.00,-24.67,Crew Clothing Company,6RS126VH
ONL,A25671,1005741847,D3516417,WTD100_WHTLIN,16,CR WHI CREW CLOTHING,4F02,WOMENS CLOTHING,5063013034245,2023-10-12,2023-10-11,GB,65.00,1,65.00,0,0.00,FP,Online,Non-stocked,20.00,10.83,54.17,37.00,20.04,Crew Clothing Company,6RV9117Q
ONL,A95230,1005730952,T8897656,WQR007_IVRYBLK,5 EU 38,CR NAT CREW CLOTHING,4F02,WOMENS CLOTHING,,2023-10-12,2023-10-10,GB,28.00,1,28.00,0,0.00,MD,Online,Concession,20.00,4.67,23.33,37.00,8.63,Crew Clothing Company,6RTXT4CC
ONL,A95230,1005488815,85910115,WOF009NAVY,12,CR BLU ZIP THROUGH H,4F02,WOMENS CLOTHING,5059595055723,2023-10-12,2023-10-12,GB,59.00,1,59.00,0,0.00,FP,Online,Concession,20.00,9.83,49.17,37.00,18.19,Crew Clothing Company,6RVM9B1F
ONL,A95230,1005828208,92506604,MTT011_MAROON,Medium,CR RED CREW CLOTHING,4F01,MENS CLOTHING,5063013199227,2023-10-12,2023-10-12,GB,35.00,1,35.00,0,0.00,FP,Online,Concession,20.00,5.83,29.17,37.00,10.79,Crew Clothing Company,6RVMHLDZ
ONL,A95230,1005648101,N1641117,WTD300_NAVY,16,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595951148,2023-10-12,2023-10-11,GB,45.00,1,45.00,0,0.00,FP,Online,Concession,20.00,7.50,37.50,37.00,13.88,Crew Clothing Company,6RVA2BLV
ONL,A25671,1005602123,C3967402,MRC102_GRYMRL,Small,CR GRY CREW CLOTHING,4F01,MENS CLOTHING,5059595579038,2023-10-12,2023-10-11,GB,55.00,1,55.00,0,0.00,FP,Online,Non-stocked,20.00,9.17,45.83,37.00,16.96,Crew Clothing Company,6RV91P12
ONL,A95230,1005673435,53148807,MSI008_MULTI,XX-Large,CR RED CREW CLOTHING,4F01,MENS CLOTHING,5059595843054,2023-10-12,2023-10-11,GB,45.00,1,20.00,0,0.00,MD,Online,Concession,20.00,3.33,16.67,37.00,6.17,Crew Clothing Company,6RV9T9DA
ONL,A95230,291829562,69993045,GHO005_NAVYMULTI,4-5 Yrs,CR BLU CREW CLOTHING,4F04,GIRLS CLOTHING,5059595942665,2023-10-12,2023-10-09,GB,32.00,0,0.00,-1,-32.00,FP,Online,Concession,0.00,0.00,-32.00,37.00,-11.84,Crew Clothing Company,6RTL2F0J
ONL,A95230,291980597,D6843505,MSB036_GREENPINK,Large,CR GRN CREW CLOTHING,4F01,MENS CLOTHING,5059595824633,2023-10-12,2023-09-20,GB,69.00,0,0.00,-1,-34.00,MD,Online,Concession,20.00,-5.67,-28.33,37.00,-10.48,Crew Clothing Company,6RMYYD44
ONL,A95230,291908706,N3938914,WSJ173_RASP,10,CR PNK CREW CLOTHING,4F02,WOMENS CLOTHING,5059595929253,2023-10-12,2023-10-11,GB,79.00,0,0.00,-1,-39.00,MD,Online,Concession,20.00,-6.50,-32.50,37.00,-12.03,Crew Clothing Company,6RV98GWS
ONL,A25671,291861806,54456822,WTH024_DARKWASH,10 R,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5063013133146,2023-10-12,2023-09-26,GB,59.00,0,0.00,-1,-59.00,FP,Online,Non-stocked,20.00,-9.83,-49.17,37.00,-18.19,Crew Clothing Company,6RPV6YWW
ONL,A95230,292026439,55511504,MSE023_NVYDPPERIW,Medium,CR PUR CREW CLOTHING,4F01,MENS CLOTHING,5059595900498,2023-10-12,2023-09-19,GB,42.00,0,0.00,-1,-25.00,MD,Online,Concession,20.00,-4.17,-20.83,37.00,-7.71,Crew Clothing Company,6RMLZCG5
ONL,A25671,292019263,21496215,WTC006_ANMALPRNT,12,CR PNK CREW CLOTHING,4F02,WOMENS CLOTHING,5059595962656,2023-10-12,2023-10-05,GB,55.00,0,0.00,-1,-55.00,FP,Online,Non-stocked,20.00,-9.17,-45.83,37.00,-16.96,Crew Clothing Company,6RSH1BFN
ONL,A95230,291931270,D8938105,MSC009_DKTAUPE,Large,CR NAT CREW CLOTHING,4F05,MENS PP+,5059595790648,2023-10-12,2023-10-11,GB,80.00,0,0.00,-1,-36.00,MD,Online,Concession,20.00,-6.00,-30.00,37.00,-11.10,Crew Clothing Company,6RV8VKWG
ONL,A95230,1005277307,U3193156,WQR005_PINK,5 EU 38,CR PNK CREW CLOTHING,4F02,WOMENS CLOTHING,5059595437338,2023-10-12,2023-10-12,GB,42.00,1,42.00,0,0.00,FP,Online,Concession,20.00,7.00,35.00,37.00,12.95,Crew Clothing Company,6RVMXNM7
ONL,A95230,1005557873,U6691222,MQG006_DRKNAVY,34 R,CR BLU CREW CLOTHING,4F01,MENS CLOTHING,5059595455950,2023-10-12,2023-10-11,GB,65.00,1,65.00,0,0.00,FP,Online,Concession,20.00,10.83,54.17,37.00,20.04,Crew Clothing Company,6RVA7SST
ONL,A25671,292032667,84891412,WTJ084_DKTEAL,6,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595973768,2023-10-12,2023-09-27,GB,79.00,0,0.00,-1,-79.00,FP,Online,Non-stocked,20.00,-13.17,-65.83,37.00,-24.36,Crew Clothing Company,6RQ6T4RY
ONL,A95230,291930932,U3468517,WQE180_PINK,16,CR PNK CREW CLOTHING,4F02,WOMENS CLOTHING,5059595472544,2023-10-12,2023-10-04,GB,34.00,0,0.00,-1,-34.00,FP,Online,Concession,20.00,-5.67,-28.33,37.00,-10.48,Crew Clothing Company,6RS33NC6
ONL,A95230,1005540791,D8940914,WSD207_POMGRNT,10,CR PNK CREW CLOTHING,4F06,WOMENS PP+,5059595768807,2023-10-12,2023-10-12,GB,34.00,1,34.00,0,0.00,MD,Online,Concession,20.00,5.67,28.33,37.00,10.48,Crew Clothing Company,6RVMMH9Y
ONL,A95230,1005442890,20766206,MKE002 SKY,X-Large,C BLUE POLO,4F01,MENS CLOTHING,5054409930722,2023-10-12,2023-10-11,GB,37.00,1,37.00,0,0.00,FP,Online,Concession,20.00,6.17,30.83,37.00,11.41,Crew Clothing Company,6RVA4ALR
ONL,A95230,292030492,74123916,WTJ017_NVYABSTRCT,14,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5063013004194,2023-10-12,2023-10-03,GB,65.00,0,0.00,-1,-32.00,MD,Online,Concession,20.00,-5.33,-26.67,37.00,-9.87,Crew Clothing Company,6RS2GFS3
