Source,SupplierCode,BIS_Ref_ID,ItemOptionNumber,ProductStyle,OptionDescription,ItemDescription,SubGroup,SubgroupDescription,EAN,PolledDate,TransDate,CountryCode,OriginalSellingPrice,SaleUnits,SaleValue,ReturnUnits,ReturnValue,FullPriceInd,SalesSourceDescription,ModelType,VATRate,VAT,VATExclusive,CommissionRate,Commission,BrandName,OrderReferenceNumber
ONL,A95230,276658421,D7853304,MSC101_JUNIPER,Medium,CR GRN CREW CLOTHING,4F01,MENS CLOTHING,5059595786313,2023-07-31,2023-07-20,GB,55.00,0,0.00,-1,-27.00,MD,Online,Concession,20.00,-4.50,-22.50,37.00,-8.33,Crew Clothing Company,6R2H7CWW
ONL,A95230,959060934,64747614,WSD206_CLPINK,10,CR PNK CREW CLOTHING,4F06,WOMENS PP+,5059595768647,2023-07-31,2023-07-30,IE,65.00,1,32.45,0,0.00,FP,Online,Concession,23.00,6.07,26.38,37.00,9.76,Crew Clothing Company,6R5FBSHP
ONL,A95230,276590427,86832214,WSD295_WHTPINK,10,CR PNK CREW CLOTHING,4F02,WOMENS CLOTHING,5059595853930,2023-07-31,2023-07-08,GB,49.00,0,0.00,-1,-24.00,MD,Online,Concession,20.00,-4.00,-20.00,37.00,-7.40,Crew Clothing Company,6QZ22HVF
ONL,A95230,276561388,D6850815,WSB025_WHTORG,12,CR ORN CREW CLOTHING,4F02,WOMENS CLOTHING,5059595793885,2023-07-31,2023-07-09,GB,55.00,0,0.00,-1,-26.00,MD,Online,Concession,20.00,-4.33,-21.67,37.00,-8.02,Crew Clothing Company,6QZFG8RK
ONL,A95230,959196296,T8830604,MRA003_DKNAVY,Large,CR BLU CREW CLOTHING,4F01,MENS CLOTHING,5059595454656,2023-07-31,2023-07-31,GB,79.00,1,39.00,0,0.00,MD,Online,Concession,20.00,6.50,32.50,37.00,12.03,Crew Clothing Company,6R5RQ677
ONL,A95230,959496695,88303415,WTC027_NAVY,12,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5063013087104,2023-07-31,2023-07-30,GB,49.00,1,49.00,0,0.00,FP,Online,Concession,20.00,8.17,40.83,37.00,15.11,Crew Clothing Company,6R5FLQ76
ONL,A95230,276575032,19292414,WSM009_NAVY,10,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595898658,2023-07-31,2023-07-23,GB,25.00,0,0.00,-1,-25.00,FP,Online,Concession,20.00,-4.17,-20.83,37.00,-7.71,Crew Clothing Company,6R3JZ0VB
ONL,A95230,958920199,17694405,MKE001 NAVY,Large,C BLUE TEE,4F01,MENS CLOTHING,5054409932542,2023-07-31,2023-07-31,GB,22.00,1,15.37,0,0.00,FP,Online,Concession,20.00,2.56,12.81,37.00,4.74,Crew Clothing Company,6R5S6FA3
ONL,A95230,276685429,C2873117,WRB001_BLUEFLORAL,16,CR BLU CREW CLOTHING,4F06,WOMENS PP+,5059595654414,2023-07-31,2023-07-06,GB,59.00,0,0.00,-1,-29.00,MD,Online,Concession,20.00,-4.83,-24.17,37.00,-8.94,Crew Clothing Company,6QYAMGHM
ONL,A25671,959359515,C2664255,BHO003_RED,6-7 Yrs,CR RED CREW CLOTHING,4F03,BOYS CLOTHING,5059595940166,2023-07-31,2023-07-30,GB,36.00,1,36.00,0,0.00,FP,Online,Non-stocked,0.00,0.00,36.00,37.00,13.32,Crew Clothing Company,6R5FS589
ONL,A95230,958966100,85905216,WNF020PALEPINK,14,PNK CREW CLOTHING PI,4F02,WOMENS CLOTHING,5054409404339,2023-07-31,2023-07-30,GB,55.00,1,55.00,0,0.00,FP,Online,Concession,20.00,9.17,45.83,37.00,16.96,Crew Clothing Company,6R5FGQJ4
ONL,A95230,959263520,64747618,WSD206_CLPINK,18,CR PNK CREW CLOTHING,4F06,WOMENS PP+,5059595768586,2023-07-31,2023-07-31,GB,65.00,1,29.00,0,0.00,MD,Online,Concession,20.00,4.83,24.17,37.00,8.94,Crew Clothing Company,6R5S42V5
ONL,A95230,276712157,D8941218,WSD009_WHTGRN,18,CR GRN CREW CLOTHING,4F06,WOMENS PP+,5059595755449,2023-07-31,2023-07-08,GB,75.00,0,0.00,-1,-36.00,MD,Online,Concession,20.00,-6.00,-30.00,37.00,-11.10,Crew Clothing Company,6QZ0JYNY
ONL,A95230,959153871,13901903,MOD066HRTNVY,Medium,CR BLU CREW CLOTHING,4F01,MENS CLOTHING,5059595086239,2023-07-31,2023-07-31,GB,39.00,1,39.00,0,0.00,FP,Online,Concession,20.00,6.50,32.50,37.00,12.03,Crew Clothing Company,6R5RT9ZR
ONL,A95230,959372930,15725817,WSJ109_BLUES,16,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595841463,2023-07-31,2023-07-31,GB,79.00,1,79.00,0,0.00,FP,Online,Concession,20.00,13.17,65.83,37.00,24.36,Crew Clothing Company,6R5S3TJ0
ONL,A95230,959202006,N4407505,MSB056_CORALWHITE,Large,CR ORN CREW CLOTHING,4F01,MENS CLOTHING,5059595827368,2023-07-31,2023-07-31,GB,59.00,1,59.00,0,0.00,FP,Online,Concession,20.00,9.83,49.17,37.00,18.19,Crew Clothing Company,6R5RQ7YP
ONL,A95230,959541291,C8646617,WSJ181_RASP,16,CR PNK CREW CLOTHING,4F02,WOMENS CLOTHING,5063013003326,2023-07-31,2023-07-31,GB,75.00,1,75.00,0,0.00,FP,Online,Concession,20.00,12.50,62.50,37.00,23.13,Crew Clothing Company,6R5RYFGK
ONL,A95230,276764000,57227516,WSE050_PLWHTLIN,14,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595853688,2023-07-31,2023-07-19,GB,22.00,0,0.00,-1,-22.00,FP,Online,Concession,20.00,-3.67,-18.33,37.00,-6.78,Crew Clothing Company,6R2D4CSW
ONL,A95230,276674748,88319817,WSC041_GREENWHT,16,CR GRN CREW CLOTHING,4F02,WOMENS CLOTHING,5059595866435,2023-07-31,2023-07-06,GB,59.00,0,0.00,-1,-29.00,MD,Online,Concession,20.00,-4.83,-24.17,37.00,-8.94,Crew Clothing Company,6QYB6B62
ONL,A95230,276754938,12858113,WSM008_NAVY,8,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595898269,2023-07-31,2023-07-24,GB,25.00,0,0.00,-1,-25.00,FP,Online,Concession,20.00,-4.17,-20.83,37.00,-7.71,Crew Clothing Company,6R3XMN77
ONL,A95230,276667911,D6540816,WSJ035_TEALFLR,14,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595752837,2023-07-31,2023-07-25,GB,89.00,0,0.00,-1,-44.00,MD,Online,Concession,20.00,-7.33,-36.67,37.00,-13.57,Crew Clothing Company,6R3YBAV2
ONL,A95230,276636667,85553403,MSD044_CORALPRIS,Medium,CR ORN CREW CLOTHING,4F01,MENS CLOTHING,5059595763697,2023-07-31,2023-07-27,GB,69.00,0,0.00,-1,-69.00,FP,Online,Concession,20.00,-11.50,-57.50,37.00,-21.28,Crew Clothing Company,6R4PNNVW
ONL,A95230,276712160,D8946315,WSC033_BLCKGRN,12,CR BLA CREW CLOTHING,4F06,WOMENS PP+,5059595756040,2023-07-31,2023-07-15,GB,59.00,0,0.00,-1,-23.00,MD,Online,Concession,20.00,-3.83,-19.17,37.00,-7.09,Crew Clothing Company,6R10APG0
ONL,A95230,276564963,17949616,WSA016_PINK,14,CR PNK CREW CLOTHING,4F06,WOMENS PP+,5059595759195,2023-07-31,2023-07-06,GB,145.00,0,0.00,-1,-65.00,MD,Online,Concession,20.00,-10.83,-54.17,37.00,-20.04,Crew Clothing Company,6QYA25V6
ONL,A95230,959142972,U3468515,WQE180_PINK,12,CR PNK CREW CLOTHING,4F02,WOMENS CLOTHING,5059595472520,2023-07-31,2023-07-31,GB,34.00,1,34.00,0,0.00,FP,Online,Concession,20.00,5.67,28.33,37.00,10.48,Crew Clothing Company,6R5FZ7X9
ONL,A25671,958990720,C4737205,MRC102_DKNAVY,X-Large,CR BLU CREW CLOTHING,4F01,MENS CLOTHING,5059595578949,2023-07-31,2023-07-30,GB,55.00,1,55.00,0,0.00,FP,Online,Non-stocked,20.00,9.17,45.83,37.00,16.96,Crew Clothing Company,6R5FK0BV
ONL,A95230,959044889,D8941815,WSA064_DKNAVY,12,CR BLU CREW CLOTHING,4F06,WOMENS PP+,5059595759119,2023-07-31,2023-07-31,GB,145.00,1,55.00,0,0.00,MD,Online,Concession,20.00,9.17,45.83,37.00,16.96,Crew Clothing Company,6R5S65K8
ONL,A95230,276610778,M8747914,WSG005_STONE,10,CR NAT CREW CLOTHING,4F06,WOMENS PP+,5059595893974,2023-07-31,2023-07-24,GB,59.00,0,0.00,-1,-59.00,FP,Online,Concession,20.00,-9.83,-49.17,37.00,-18.19,Crew Clothing Company,6R3X4RN6
ONL,A95230,276549123,84650316,WSJ033_LARGEFLR,14,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595830856,2023-07-31,2023-07-05,GB,89.00,0,0.00,-1,-40.00,MD,Online,Concession,20.00,-6.67,-33.33,37.00,-12.33,Crew Clothing Company,6QXZJMGH
ONL,A95230,959144760,D8942260,MSR003_TAN,9 EU 42,CR BRO CREW CLOTHING,4F05,MENS PP+,5059595735854,2023-07-31,2023-07-29,GB,79.00,1,39.00,0,0.00,MD,Online,Concession,20.00,6.50,32.50,37.00,12.03,Crew Clothing Company,6R5D3CY3
ONL,A95230,276623463,D2198615,WSD219_CREAM,12,CR CRM CREW CLOTHING,4F06,WOMENS PP+,5059595755944,2023-07-31,2023-07-27,GB,45.00,0,0.00,-1,-45.00,FP,Online,Concession,20.00,-7.50,-37.50,37.00,-13.88,Crew Clothing Company,6R4PJ6JP
ONL,A95230,276755407,15195713,WSJ148_BLUES,8,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595915348,2023-07-31,2023-07-25,GB,65.00,0,0.00,-1,-65.00,FP,Online,Concession,20.00,-10.83,-54.17,37.00,-20.04,Crew Clothing Company,6R3ZDDWC
ONL,A95230,959094816,C8833014,WSF006_BLUMARL,10,CR BLU CREW CLOTHING,4F06,WOMENS PP+,5059595757849,2023-07-31,2023-07-29,GB,59.00,1,29.00,0,0.00,MD,Online,Concession,20.00,4.83,24.17,37.00,8.94,Crew Clothing Company,6R5BVR01
ONL,A95230,959536382,89642917,WSE253_NAVY,16,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595785361,2023-07-31,2023-07-31,GB,35.00,1,35.00,0,0.00,FP,Online,Concession,20.00,5.83,29.17,37.00,10.79,Crew Clothing Company,6R5RV98P
ONL,A95230,958404771,N4191804,MSB049_BLUEWHT,Medium,CR BLU CREW CLOTHING,4F01,MENS CLOTHING,5059595872764,2023-07-31,2023-07-30,GB,69.00,1,69.00,0,0.00,FP,Online,Concession,20.00,11.50,57.50,37.00,21.28,Crew Clothing Company,6R5FCMQ2
ONL,A95230,959280180,D2834016,WRD034_BEETROOT,14,CR PNK CREW CLOTHING,4F02,WOMENS CLOTHING,5059595643746,2023-07-31,2023-07-30,GB,89.00,1,44.00,0,0.00,MD,Online,Concession,20.00,7.33,36.67,37.00,13.57,Crew Clothing Company,6R5F6Z6B
ONL,A95230,276647755,D8940014,WSJ103_CHAMBRY,10,CR BLU CREW CLOTHING,4F06,WOMENS PP+,5059595765707,2023-07-31,2023-07-25,GB,79.00,0,0.00,-1,-37.00,MD,Online,Concession,20.00,-6.17,-30.83,37.00,-11.41,Crew Clothing Company,6R3YDQV3
ONL,A95230,276712163,D8946617,WSB027_NAVYSPOT,16,CR BLU CREW CLOTHING,4F06,WOMENS PP+,5059595796114,2023-07-31,2023-07-17,GB,49.00,0,0.00,-1,-45.00,FP,Online,Concession,20.00,-7.50,-37.50,37.00,-13.88,Crew Clothing Company,6R1Q4K10
ONL,A95230,276708322,D6540916,WSE059_IVORY,14,CR CRM CREW CLOTHING,4F02,WOMENS CLOTHING,5059595843139,2023-07-31,2023-07-06,GB,39.00,0,0.00,-1,-18.50,MD,Online,Concession,20.00,-3.08,-15.42,37.00,-5.71,Crew Clothing Company,6QY9K04A
ONL,A95230,959384232,N4039617,WSK001_NAVY,16,CR BLU CREW CLOTHING,4F06,WOMENS PP+,5059595930921,2023-07-31,2023-07-31,GB,39.00,1,39.00,0,0.00,FP,Online,Concession,20.00,6.50,32.50,37.00,12.03,Crew Clothing Company,6R5S5XVW
ONL,A95230,959060393,15229716,WSE064_WHTLIN,14,CR WHI CREW CLOTHING,4F02,WOMENS CLOTHING,5059595841111,2023-07-31,2023-07-30,GB,35.00,1,35.00,0,0.00,FP,Online,Concession,20.00,5.83,29.17,37.00,10.79,Crew Clothing Company,6R5DMSW5
ONL,A25671,959446341,U0983016,WNE053CREAM,14,CREW CLOTHING SECOND,4F02,WOMENS CLOTHING,5059595006084,2023-07-31,2023-07-29,GB,25.00,1,25.00,0,0.00,FP,Online,Non-stocked,20.00,4.17,20.83,37.00,7.71,Crew Clothing Company,6R5CM1MD
ONL,A25671,959016226,A8243704,MSB056_SPICECORAL,Medium,CR PNK CREW CLOTHING,4F05,MENS PP+,5059595906278,2023-07-31,2023-07-29,GB,59.00,1,59.00,0,0.00,FP,Online,Non-stocked,20.00,9.83,49.17,37.00,18.19,Crew Clothing Company,6R5CD8L7
ONL,A25671,958946045,D8947715,WSE004_WHTBLU,12,CR BLU CREW CLOTHING,4F06,WOMENS PP+,5059595781745,2023-07-31,2023-07-29,GB,29.00,1,29.00,0,0.00,FP,Online,Non-stocked,20.00,4.83,24.17,37.00,8.94,Crew Clothing Company,6R5C5Q84
ONL,A95230,276676047,A0969216,WOI004DKINDIGO,14,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595069157,2023-07-31,2023-06-02,GB,49.00,0,0.00,-1,-49.00,FP,Online,Concession,20.00,-8.17,-40.83,37.00,-15.11,Crew Clothing Company,6QM50CC4
ONL,A95230,276594616,D8940918,WSD207_POMGRNT,18,CR PNK CREW CLOTHING,4F06,WOMENS PP+,5059595768852,2023-07-31,2023-07-06,GB,69.00,0,0.00,-1,-34.00,MD,Online,Concession,20.00,-5.67,-28.33,37.00,-10.48,Crew Clothing Company,6QYB1VDF
ONL,A25671,276635967,N0159165,GED018_MULSTRP,8-9 Yrs,CR PNK CREW CLOTHING,4F04,GIRLS CLOTHING,5059595531340,2023-07-31,2023-07-20,GB,32.00,0,0.00,-1,-32.00,FP,Online,Non-stocked,0.00,0.00,-32.00,37.00,-11.84,Crew Clothing Company,6R250A7C
ONL,A95230,276662310,D8938204,MSC001_VICMRL,Medium,CR BLU CREW CLOTHING,4F05,MENS PP+,5059595785965,2023-07-31,2023-07-06,GB,75.00,0,0.00,-1,-36.00,MD,Online,Concession,20.00,-6.00,-30.00,37.00,-11.10,Crew Clothing Company,6QYAVJ5L
ONL,A95230,959345894,75226904,MMB032WHITE,Large,CREW CLOTHING WHITE,4F01,MENS CLOTHING,5054409490387,2023-07-31,2023-07-30,GB,59.00,1,59.00,0,0.00,FP,Online,Concession,20.00,9.83,49.17,37.00,18.19,Crew Clothing Company,6R5FH82Q
ONL,A95230,276623260,C9056005,WRL052_NAVY,X-Large,CR BLU CREW CLOTHING,4F06,WOMENS PP+,5059595689775,2023-07-31,2023-06-26,GB,45.00,0,0.00,-1,-21.00,MD,Online,Concession,20.00,-3.50,-17.50,37.00,-6.48,Crew Clothing Company,6QVAS02X
ONL,A95230,276641857,D7146214,WSE037_WTNVYSPOT,10,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595783213,2023-07-31,2023-07-12,GB,35.00,0,0.00,-1,-23.34,FP,Online,Concession,20.00,-3.89,-19.45,37.00,-7.20,Crew Clothing Company,6R06R7JK
ONL,A95230,959157403,T6090515,WSE050_INDIGO,12,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595853596,2023-07-31,2023-07-29,GB,22.00,1,22.00,0,0.00,FP,Online,Concession,20.00,3.67,18.33,37.00,6.78,Crew Clothing Company,6R5C4PA5
ONL,A95230,958329984,69812016,WSM008_REDGEO,14,CR RED CREW CLOTHING,4F02,WOMENS CLOTHING,5059595898610,2023-07-31,2023-07-30,GB,29.00,1,29.00,0,0.00,FP,Online,Concession,20.00,4.83,24.17,37.00,8.94,Crew Clothing Company,6R5FGN2W
ONL,A95230,276530515,D8939818,WSJ106_CORALFLR,18,CR PNK CREW CLOTHING,4F06,WOMENS PP+,5059595758389,2023-07-31,2023-07-03,GB,89.00,0,0.00,-1,-89.00,FP,Online,Concession,20.00,-14.83,-74.17,37.00,-27.44,Crew Clothing Company,6QXHV05A
ONL,A95230,959093411,10266616,WSE091_GERCAMBAN,14,CR ORN CREW CLOTHING,4F02,WOMENS CLOTHING,5059595854241,2023-07-31,2023-07-31,GB,22.00,1,22.00,0,0.00,FP,Online,Concession,20.00,3.67,18.33,37.00,6.78,Crew Clothing Company,6R5S03HW
ONL,A95230,276756941,20766204,MKE002 SKY,Medium,C BLUE POLO,4F01,MENS CLOTHING,5054409930708,2023-07-31,2023-07-17,GB,37.00,0,0.00,-1,-37.00,FP,Online,Concession,20.00,-6.17,-30.83,37.00,-11.41,Crew Clothing Company,6R1Q24NY
ONL,A95230,959071260,U1300406,MSE003_DKNAVY,X-Large,CR BLU CREW CLOTHING,4F01,MENS CLOTHING,5059595749080,2023-07-31,2023-07-29,GB,29.00,1,20.27,0,0.00,FP,Online,Concession,20.00,3.38,16.89,37.00,6.25,Crew Clothing Company,6R5C62P4
ONL,A95230,276712159,D8943506,MSB019_BLUPURP,X-Large,CR BLU CREW CLOTHING,4F05,MENS PP+,5059595810247,2023-07-31,2023-07-09,GB,69.00,0,0.00,-1,-34.00,MD,Online,Concession,20.00,-5.67,-28.33,37.00,-10.48,Crew Clothing Company,6QZF017P
ONL,A25671,276771003,96177414,WSA042_BLUE,10,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595833796,2023-07-31,2023-07-22,GB,59.00,0,0.00,-1,-59.00,FP,Online,Non-stocked,20.00,-9.83,-49.17,37.00,-18.19,Crew Clothing Company,6R36DZ12
ONL,A95230,276504422,C7574203,MRC101_fig,Medium,CR BRO CREW CLOTHING,4F05,MENS PP+,5059595578635,2023-07-31,2023-07-08,GB,55.00,0,0.00,-1,-27.00,MD,Online,Concession,20.00,-4.50,-22.50,37.00,-8.33,Crew Clothing Company,6QZ18WYJ
ONL,A95230,959355068,T7450409,WQL100_CREAM,Large,CR CRM CREW CLOTHING,4F02,WOMENS CLOTHING,5059595418160,2023-07-31,2023-07-31,GB,29.00,1,29.00,0,0.00,MD,Online,Concession,20.00,4.83,24.17,37.00,8.94,Crew Clothing Company,6R5S9SD8
ONL,A95230,959302967,C8260470,BHJ001_SKYBLUE,9-10 Yrs,CR BLU CREW CLOTHING,4F03,BOYS CLOTHING,5059595942146,2023-07-31,2023-07-31,GB,20.00,1,20.00,0,0.00,FP,Online,Concession,0.00,0.00,20.00,37.00,7.40,Crew Clothing Company,6R5RXCA2
ONL,A95230,958983586,D2833257,WRR005_PINK,6 EU 39,CR PNK CREW CLOTHING,4F02,WOMENS CLOTHING,5059595632665,2023-07-31,2023-07-31,GB,69.00,1,34.00,0,0.00,MD,Online,Concession,20.00,5.67,28.33,37.00,10.48,Crew Clothing Company,6R5RM918
ONL,A95230,959194967,C8640604,MRB007_RED,Large,CR RED CREW CLOTHING,4F01,MENS CLOTHING,5059595592594,2023-07-31,2023-07-30,GB,59.00,1,29.00,0,0.00,MD,Online,Concession,20.00,4.83,24.17,37.00,8.94,Crew Clothing Company,6R5FX4LY
ONL,A95230,276663541,55817918,WSJ038_KHAKI,18,CR GRN CREW CLOTHING,4F02,WOMENS CLOTHING,5059595855088,2023-07-31,2023-07-27,GB,89.00,0,0.00,-1,-89.00,FP,Online,Concession,20.00,-14.83,-74.17,37.00,-27.44,Crew Clothing Company,6R4PPKQ0
ONL,A95230,276725316,M4774413,WOE300WHITE,8,CR WHI PERFECT CREW,4F02,WOMENS CLOTHING,5059595111832,2023-07-31,2023-06-16,GB,22.00,0,0.00,-1,-22.00,FP,Online,Concession,20.00,-3.67,-18.33,37.00,-6.78,Crew Clothing Company,6QRH10WF
ONL,A95230,276534703,56239715,MSA020_BLUE,44 R,CR BLU CREW CLOTHING,4F01,MENS CLOTHING,5063013058067,2023-07-31,2023-07-27,GB,169.00,0,0.00,-1,-169.00,FP,Online,Concession,20.00,-28.17,-140.83,37.00,-52.11,Crew Clothing Company,6R4NGSFN
ONL,A95230,959506159,96882602,MKE001_OPTICWHITE,Small,CR WHI CREW CLOTHING,4F01,MENS CLOTHING,5054409932825,2023-07-31,2023-07-30,GB,22.00,1,22.00,0,0.00,FP,Online,Concession,20.00,3.67,18.33,37.00,6.78,Crew Clothing Company,6R5FTZP6
ONL,A95230,959506151,96882603,MKE001_OPTICWHITE,Medium,CR WHI CREW CLOTHING,4F01,MENS CLOTHING,5054409932818,2023-07-31,2023-07-30,GB,22.00,1,22.00,0,0.00,FP,Online,Concession,20.00,3.67,18.33,37.00,6.78,Crew Clothing Company,6R5FTZP6
ONL,A95230,959459873,D8938906,MSB004_BLUES,X-Large,CR BLU CREW CLOTHING,4F05,MENS PP+,5059595865438,2023-07-31,2023-07-29,GB,59.00,1,29.00,0,0.00,MD,Online,Concession,20.00,4.83,24.17,37.00,8.94,Crew Clothing Company,6R5CDF1M
ONL,A25671,276556435,C5488518,WRG161_DARKNAVY,18,CR BLU CREW CLOTHING,4F06,WOMENS PP+,5059595701958,2023-07-31,2023-07-26,GB,65.00,0,0.00,-1,-65.00,FP,Online,Non-stocked,20.00,-10.83,-54.17,37.00,-20.04,Crew Clothing Company,6R49QD7P
ONL,A95230,276602206,N0159616,WSE004_LILACMULT,14,CR PUR CREW CLOTHING,4F02,WOMENS CLOTHING,5059595882565,2023-07-31,2023-07-28,GB,29.00,0,0.00,-1,-29.00,FP,Online,Concession,20.00,-4.83,-24.17,37.00,-8.94,Crew Clothing Company,6R511JKJ
ONL,A95230,959172743,16137604,MSE023_CORALNVY,Medium,CR ORN CREW CLOTHING,4F05,MENS PP+,5059595773726,2023-07-31,2023-07-29,GB,42.00,1,28.23,0,0.00,FP,Online,Concession,20.00,4.71,23.52,37.00,8.70,Crew Clothing Company,6R5CJANG
ONL,A95230,276513081,U0187617,WMJ099_PNKMULTI,16,CR PNK CREW CLOTHING,4F02,WOMENS CLOTHING,5059595528432,2023-07-31,2023-07-30,GB,32.00,0,0.00,-1,-32.00,MD,Online,Concession,20.00,-5.33,-26.67,37.00,-9.87,Crew Clothing Company,6R5DH2YY
ONL,A95230,276641804,D6284015,WSJ183_GREEN,12,CR GRN CREW CLOTHING,4F06,WOMENS PP+,5059595810315,2023-07-31,2023-07-19,GB,69.00,0,0.00,-1,-34.00,MD,Online,Concession,20.00,-5.67,-28.33,37.00,-10.48,Crew Clothing Company,6R2DHZR7
ONL,A95230,276588587,C8833016,WSF006_BLUMARL,14,CR BLU CREW CLOTHING,4F06,WOMENS PP+,5059595757870,2023-07-31,2023-07-28,GB,59.00,0,0.00,-1,-29.00,MD,Online,Concession,20.00,-4.83,-24.17,37.00,-8.94,Crew Clothing Company,6R51R4R0
ONL,A95230,276707907,D6283904,MSD001_ECRUBLUE,Medium,CR BLU CREW CLOTHING,4F05,MENS PP+,5059595752943,2023-07-31,2023-07-05,GB,69.00,0,0.00,-1,-33.00,MD,Online,Concession,20.00,-5.50,-27.50,37.00,-10.18,Crew Clothing Company,6QY7GSN0
ONL,A25671,959077703,94984017,WSJ105_PINKWHT,16,CR PNK CREW CLOTHING,4F02,WOMENS CLOTHING,5059595783534,2023-07-31,2023-07-30,GB,79.00,1,79.00,0,0.00,FP,Online,Non-stocked,20.00,13.17,65.83,37.00,24.36,Crew Clothing Company,6R5DMLWB
ONL,A95230,959073816,D8941113,WSD203_PALEPINK,8,CR PNK CREW CLOTHING,4F06,WOMENS PP+,5059595768470,2023-07-31,2023-07-30,GB,79.00,1,47.00,0,0.00,MD,Online,Concession,20.00,7.83,39.17,37.00,14.49,Crew Clothing Company,6R5DXCVH
ONL,A95230,959192393,19292416,WSM009_NAVY,14,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595898696,2023-07-31,2023-07-30,GB,25.00,1,25.00,0,0.00,FP,Online,Concession,20.00,4.17,20.83,37.00,7.71,Crew Clothing Company,6R5FT12D
