Source,SupplierCode,BIS_Ref_ID,ItemOptionNumber,ProductStyle,OptionDescription,ItemDescription,SubGroup,SubgroupDescription,EAN,PolledDate,TransDate,CountryCode,OriginalSellingPrice,SaleUnits,SaleValue,ReturnUnits,ReturnValue,FullPriceInd,SalesSourceDescription,ModelType,VATRate,VAT,VATExclusive,CommissionRate,Commission,BrandName,OrderReferenceNumber
ONL,A95230,1004110983,64549914,WTJ052_DKNVYPRT,10,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5063013079017,2023-10-11,2023-10-09,GB,79.00,1,79.00,0,0.00,FP,Online,Concession,20.00,13.17,65.83,37.00,24.36,Crew Clothing Company,6RTL6J65
ONL,A95230,1004653595,61957404,MSD016_PRISLEMON,Medium,CR YEL CREW CLOTHING,4F05,MENS PP+,5059595754138,2023-10-11,2023-10-11,GB,69.00,1,25.00,0,0.00,MD,Online,Concession,20.00,4.17,20.83,37.00,7.71,Crew Clothing Company,6RV8XQ8G
ONL,A95230,291665771,N4192315,WSJ151_NAVY,12,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595842422,2023-10-11,2023-09-19,GB,85.00,0,0.00,-1,-42.00,MD,Online,Concession,20.00,-7.00,-35.00,37.00,-12.95,Crew Clothing Company,6RMM3FQC
ONL,A95230,1004928189,52673024,MSF011_NEUTRAL,34 R,CR NAT CREW CLOTHING,4F01,MENS CLOTHING,5059595947059,2023-10-11,2023-10-11,GB,60.00,1,27.00,0,0.00,MD,Online,Concession,20.00,4.50,22.50,37.00,8.33,Crew Clothing Company,6RV9SMY6
ONL,A95230,291781613,T8049616,WOF009_BLUE,14,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595229278,2023-10-11,2023-10-01,GB,59.00,0,0.00,-1,-59.00,FP,Online,Concession,20.00,-9.83,-49.17,37.00,-18.19,Crew Clothing Company,6RRAABPT
ONL,A25671,1004725874,D2825759,WRR011_TAN,8 EU 41,CR NAT CREW CLOTHING,4F02,WOMENS CLOTHING,5059595647706,2023-10-11,2023-10-10,GB,159.00,1,159.00,0,0.00,FP,Online,Non-stocked,20.00,26.50,132.50,37.00,49.03,Crew Clothing Company,6RTY7579
ONL,A95230,1004663089,A0770217,WOE052WHITENAVY,16,CR WHI CREW CLOTHING,4F02,WOMENS CLOTHING,5059595049043,2023-10-11,2023-10-10,GB,22.00,1,22.00,0,0.00,FP,Online,Concession,20.00,3.67,18.33,37.00,6.78,Crew Clothing Company,6RTYVF75
ONL,A95230,291783564,U2414403,MKE001,Medium,CR BLA CREW CLOTHING,4F01,MENS CLOTHING,5054409932689,2023-10-11,2023-09-21,GB,22.00,0,0.00,-1,-22.00,FP,Online,Concession,20.00,-3.67,-18.33,37.00,-6.78,Crew Clothing Company,6RNC3AXC
ONL,A95230,1004603250,M4774514,WOE300NAVY,10,CR BLU PERFECT CREW,4F02,WOMENS CLOTHING,5059595130314,2023-10-11,2023-10-11,GB,22.00,1,22.00,0,0.00,FP,Online,Concession,20.00,3.67,18.33,37.00,6.78,Crew Clothing Company,6RV90L8L
ONL,A95230,1004677874,80813715,WSM007_MULTI,12,CR RED CREW CLOTHING,4F02,WOMENS CLOTHING,5059595898030,2023-10-11,2023-10-11,GB,59.00,1,21.00,0,0.00,MD,Online,Concession,20.00,3.50,17.50,37.00,6.48,Crew Clothing Company,6RV9JC35
ONL,A25671,1004891748,48304370,GHA004_LILAC,9-10 Yrs,CR PUR CREW CLOTHING,4F04,GIRLS CLOTHING,5059595943389,2023-10-11,2023-10-10,GB,40.00,1,40.00,0,0.00,FP,Online,Non-stocked,0.00,0.00,40.00,37.00,14.80,Crew Clothing Company,6RTYTBA3
ONL,A95230,291592392,D8947617,WSE252_BLUE,16,CR BLU CREW CLOTHING,4F06,WOMENS PP+,5059595811558,2023-10-11,2023-09-24,GB,35.00,0,0.00,-1,-17.50,MD,Online,Concession,20.00,-2.92,-14.58,37.00,-5.39,Crew Clothing Company,6RP446G4
ONL,A95230,291797441,51697906,MSE050_YLWORGWHT,X-Large,CR YEL CREW CLOTHING,4F01,MENS CLOTHING,5059595822912,2023-10-11,2023-09-19,GB,27.00,0,0.00,-1,-13.50,MD,Online,Concession,20.00,-2.25,-11.25,37.00,-4.16,Crew Clothing Company,6RMMPNYV
ONL,A95230,291587204,M4731215,WPJ053REDFLORAL,12,CREW CLOTHING RED BU,4F02,WOMENS CLOTHING,5059595243267,2023-10-11,2023-10-06,GB,69.00,0,0.00,-1,-34.00,MD,Online,Concession,20.00,-5.67,-28.33,37.00,-10.48,Crew Clothing Company,6RSTNAC0
ONL,A25671,1004924754,41169916,WTD096_ROSE,14,CR PNK CREW CLOTHING,4F02,WOMENS CLOTHING,5063013016159,2023-10-11,2023-10-10,GB,59.00,1,59.00,0,0.00,FP,Online,Non-stocked,20.00,9.83,49.17,37.00,18.19,Crew Clothing Company,6RTXSV51
ONL,A95230,1004697538,83777424,MSF001_CORALREEF,34 R,CR PNK CREW CLOTHING,4F01,MENS CLOTHING,5059595764311,2023-10-11,2023-10-11,GB,55.00,1,23.00,0,0.00,MD,Online,Concession,20.00,3.83,19.17,37.00,7.09,Crew Clothing Company,6RV8Z07C
ONL,A95230,1004647290,N4917270,WTR007_BLACK,6 EU 39,CR BLA CREW CLOTHING,4F02,WOMENS CLOTHING,5063013008284,2023-10-11,2023-10-10,GB,79.00,1,79.00,0,0.00,FP,Online,Concession,20.00,13.17,65.83,37.00,24.36,Crew Clothing Company,6RTYPYHT
ONL,A25671,1004724069,84534565,GHD005_CARMIENROS,8-9 Yrs,CR PNK CREW CLOTHING,4F04,GIRLS CLOTHING,5059595945871,2023-10-11,2023-10-10,GB,26.00,1,26.00,0,0.00,FP,Online,Non-stocked,0.00,0.00,26.00,37.00,9.62,Crew Clothing Company,6RTXTZZP
ONL,A95230,291802792,74123915,WTJ017_NVYABSTRCT,12,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5063013004187,2023-10-11,2023-09-19,GB,65.00,0,0.00,-1,-32.00,MD,Online,Concession,20.00,-5.33,-26.67,37.00,-9.87,Crew Clothing Company,6RMM371C
ONL,A95230,1004730198,94434914,WTF041_MIDPNKMRL,10,CR PNK CREW CLOTHING,4F02,WOMENS CLOTHING,5059595938194,2023-10-11,2023-10-11,GB,59.00,1,59.00,0,0.00,FP,Online,Concession,20.00,9.83,49.17,37.00,18.19,Crew Clothing Company,6RV8WF7H
ONL,A95230,1004855698,T6090513,WSE050_INDIGO,8,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595853633,2023-10-11,2023-10-10,GB,22.00,1,11.00,0,0.00,MD,Online,Concession,20.00,1.83,9.17,37.00,3.39,Crew Clothing Company,6RTYY276
ONL,A95230,1005178409,N4191217,WSA045_WHITE,16,CR WHI CREW CLOTHING,4F02,WOMENS CLOTHING,5059595806455,2023-10-11,2023-10-11,GB,129.00,1,50.00,0,0.00,MD,Online,Concession,20.00,8.33,41.67,37.00,15.42,Crew Clothing Company,6RV8RZ0P
ONL,A95230,291768562,M8748617,WSC047_VINFLRL,16,CR PNK CREW CLOTHING,4F06,WOMENS PP+,5059595841821,2023-10-11,2023-09-19,GB,39.00,0,0.00,-1,-17.50,MD,Online,Concession,20.00,-2.92,-14.58,37.00,-5.39,Crew Clothing Company,6RMMB0S1
ONL,A95230,1004745428,U0982914,WOH007DARKIND,10,CREW CLOTHING GIRLFR,4F02,WOMENS CLOTHING,5059595134336,2023-10-11,2023-10-11,GB,65.00,1,32.00,0,0.00,MD,Online,Concession,20.00,5.33,26.67,37.00,9.87,Crew Clothing Company,6RV8YBC8
ONL,A95230,1005195149,M4951820,GCE102GLDFMULTI,7-8 Yrs,CR GRN CREW CLOTHING,4F04,GIRLS CLOTHING,5059595159506,2023-10-11,2023-10-11,GB,26.00,1,13.00,0,0.00,MD,Online,Concession,0.00,0.00,13.00,37.00,4.81,Crew Clothing Company,6RV948KM
ONL,A95230,1004903061,D8941318,WSD009_MINT,18,CR GRN CREW CLOTHING,4F06,WOMENS PP+,5059595755371,2023-10-11,2023-10-11,GB,36.00,1,36.00,0,0.00,MD,Online,Concession,20.00,6.00,30.00,37.00,11.10,Crew Clothing Company,6RV8SHBY
ONL,A95230,291661910,N4407804,MSB050_SKY,Medium,CR BLU CREW CLOTHING,4F01,MENS CLOTHING,5059595824886,2023-10-11,2023-09-19,GB,69.00,0,0.00,-1,-28.00,MD,Online,Concession,20.00,-4.67,-23.33,37.00,-8.63,Crew Clothing Company,6RMM2RXT
ONL,A25671,1004058084,C2664245,BHO003_RED,4-5 Yrs,CR RED CREW CLOTHING,4F03,BOYS CLOTHING,5059595940159,2023-10-11,2023-10-09,GB,36.00,1,36.00,0,0.00,FP,Online,Non-stocked,0.00,0.00,36.00,37.00,13.32,Crew Clothing Company,6RTVQ70V
ONL,A95230,291795491,41938506,MTD004_CHARMRL,X-Large,CR GRY CREW CLOTHING,4F01,MENS CLOTHING,5059595997962,2023-10-11,2023-09-26,GB,65.00,0,0.00,-1,-65.00,FP,Online,Concession,20.00,-10.83,-54.17,37.00,-20.04,Crew Clothing Company,6RPVFLD6
ONL,A95230,1004882692,41752801,MLS100_NVYWHTGRY,ONE,CR BLA CREW CLOTHING,4F01,MENS CLOTHING,5054409223367,2023-10-11,2023-10-11,GB,15.00,1,15.00,0,0.00,FP,Online,Concession,20.00,2.50,12.50,37.00,4.63,Crew Clothing Company,6RV8YH93
ONL,A95230,1004984161,M8747417,WSJ149_BLUES,16,CR BLU CREW CLOTHING,4F06,WOMENS PP+,5059595840626,2023-10-11,2023-10-10,GB,44.00,1,44.00,0,0.00,MD,Online,Concession,20.00,7.33,36.67,37.00,13.57,Crew Clothing Company,6RTYCFXD
ONL,A95230,291769551,N0160218,WSE026_PINKPOP,18,CR PNK CREW CLOTHING,4F02,WOMENS CLOTHING,5059595783404,2023-10-11,2023-09-19,GB,32.00,0,0.00,-1,-16.00,MD,Online,Concession,20.00,-2.67,-13.33,37.00,-4.93,Crew Clothing Company,6RMM8MGY
ONL,A95230,1005018882,C7903413,WRD073_POWPUFMUL,8,CR PNK CREW CLOTHING,4F06,WOMENS PP+,5059595664826,2023-10-11,2023-10-11,GB,39.00,1,39.00,0,0.00,MD,Online,Concession,20.00,6.50,32.50,37.00,12.03,Crew Clothing Company,6RV9AXQB
ONL,A95230,1005107712,N4407506,MSB056_CORALWHITE,X-Large,CR ORN CREW CLOTHING,4F01,MENS CLOTHING,5059595827399,2023-10-11,2023-10-10,GB,59.00,1,29.00,0,0.00,MD,Online,Concession,20.00,4.83,24.17,37.00,8.94,Crew Clothing Company,6RTXK770
ONL,A25671,1005106836,N5672116,WTE027_LTTEAL,14,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5063013020156,2023-10-11,2023-10-10,GB,25.00,1,25.00,0,0.00,FP,Online,Non-stocked,20.00,4.17,20.83,37.00,7.71,Crew Clothing Company,6RTXTCNB
ONL,A95230,291629776,63363606,MSD016_STRAWMRL,X-Large,CR NAT CREW CLOTHING,4F05,MENS PP+,5059595753940,2023-10-11,2023-10-08,GB,69.00,0,0.00,-1,-34.00,MD,Online,Concession,20.00,-5.67,-28.33,37.00,-10.48,Crew Clothing Company,6RTHBVWP
ONL,A95230,1005067431,C7854815,WRJ014_GREENFLR,12,CR GRN CREW CLOTHING,4F06,WOMENS PP+,5059595610366,2023-10-11,2023-10-07,NL,34.00,1,28.07,0,0.00,MD,Online,Concession,21.00,4.87,23.20,37.00,8.58,Crew Clothing Company,6RT5AHX9
ONL,A25671,1004650480,46919807,MTB021_LGHTINDIGO,2X-Large,CR BLU CREW CLOTHING,4F01,MENS CLOTHING,5063013015350,2023-10-11,2023-10-11,GB,65.00,1,65.00,0,0.00,FP,Online,Non-stocked,20.00,10.83,54.17,37.00,20.04,Crew Clothing Company,6RV8LBWQ
ONL,A95230,1004959768,D3781124,WTG001_NAVY,14 R,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5063013064723,2023-10-11,2023-10-10,GB,59.00,1,59.00,0,0.00,FP,Online,Concession,20.00,9.83,49.17,37.00,18.19,Crew Clothing Company,6RTXK14W
ONL,A25671,1004834949,71971012,WTD096_SOFT TEAL,6,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5063013016340,2023-10-11,2023-10-10,GB,59.00,1,59.00,0,0.00,FP,Online,Non-stocked,20.00,9.83,49.17,37.00,18.19,Crew Clothing Company,6RTYYP1A
ONL,A95230,1005106980,N0159316,WSJ119_GREEN,14,CR GRN CREW CLOTHING,4F02,WOMENS CLOTHING,5059595924135,2023-10-11,2023-10-11,GB,79.00,1,39.00,0,0.00,MD,Online,Concession,20.00,6.50,32.50,37.00,12.03,Crew Clothing Company,6RV8VY84
ONL,A95230,291704359,U4789902,MQE045_DEEPSEA,Small,CR BLU CREW CLOTHING,4F01,MENS CLOTHING,5059595414117,2023-10-11,2023-09-22,GB,19.50,0,0.00,-1,-19.50,MD,Online,Concession,20.00,-3.25,-16.25,37.00,-6.01,Crew Clothing Company,6RNQGZPY
ONL,A95230,1004186372,54362515,WTD005_NAVY,12,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595951315,2023-10-11,2023-10-10,GB,65.00,1,32.00,0,0.00,MD,Online,Concession,20.00,5.33,26.67,37.00,9.87,Crew Clothing Company,6RTY3BK2
ONL,A95230,1004894156,15725817,WSJ109_BLUES,16,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595841463,2023-10-11,2023-10-10,GB,79.00,1,39.00,0,0.00,MD,Online,Concession,20.00,6.50,32.50,37.00,12.03,Crew Clothing Company,6RTYAB2A
ONL,A95230,1004678456,U7421715,WSJ176_GRNFLR,12,CR GRN CREW CLOTHING,4F02,WOMENS CLOTHING,5059595929499,2023-10-11,2023-10-10,IE,65.00,1,36.40,0,0.00,MD,Online,Concession,23.00,6.81,29.59,37.00,10.95,Crew Clothing Company,6RTYDZ0V
ONL,A25671,1004901483,84891414,WTJ084_DKTEAL,10,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595973775,2023-10-11,2023-10-10,GB,79.00,1,79.00,0,0.00,FP,Online,Non-stocked,20.00,13.17,65.83,37.00,24.36,Crew Clothing Company,6RTXZ9DN
ONL,A95230,1005014622,C3360503,MRC126_REDBUD,Medium,CR RED CREW CLOTHING,4F01,MENS CLOTHING,5059595612025,2023-10-11,2023-10-10,GB,33.00,1,33.00,0,0.00,MD,Online,Concession,20.00,5.50,27.50,37.00,10.18,Crew Clothing Company,6RTXXRLZ
ONL,A95230,1005035848,D9882713,WSE037_AQUA,8,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595783091,2023-10-11,2023-10-11,GB,35.00,1,17.50,0,0.00,MD,Online,Concession,20.00,2.92,14.58,37.00,5.39,Crew Clothing Company,6RV8TX65
ONL,A95230,1004797527,D7146214,WSE037_WTNVYSPOT,10,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595783213,2023-10-11,2023-10-09,IE,35.00,1,18.85,0,0.00,MD,Online,Concession,23.00,3.52,15.33,37.00,5.67,Crew Clothing Company,6RTLJWD8
ONL,A95230,1004602609,C7674618,WRJ081_NAVY,18,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595686293,2023-10-11,2023-10-10,GB,34.00,1,34.00,0,0.00,MD,Online,Concession,20.00,5.67,28.33,37.00,10.48,Crew Clothing Company,6RTYHS6F
ONL,A95230,1004679442,C9284427,MRA038_NAVY,44 R,CR BLU CREW CLOTHING,4F05,MENS PP+,5059595662440,2023-10-11,2023-10-10,GB,75.00,1,75.00,0,0.00,MD,Online,Concession,20.00,12.50,62.50,37.00,23.13,Crew Clothing Company,6RTYLBWK
ONL,A25671,1004936226,N4577204,MTE030_STRWHTNVYR,Medium,CR BLU CREW CLOTHING,4F01,MENS CLOTHING,5063013055530,2023-10-11,2023-10-10,GB,65.00,1,65.00,0,0.00,FP,Online,Non-stocked,20.00,10.83,54.17,37.00,20.04,Crew Clothing Company,6RTY15V7
ONL,A25671,1005033114,Q7206901,WTP011_RED PINK,ONE,CR RED CREW CLOTHING,4F02,WOMENS CLOTHING,5063013110949,2023-10-11,2023-10-10,GB,59.00,1,59.00,0,0.00,FP,Online,Non-stocked,20.00,9.83,49.17,37.00,18.19,Crew Clothing Company,6RTXYQKL
ONL,A95230,1004855702,D6575814,WSD292_CRNFLOWER,10,CR BLU CREW CLOTHING,4F02,WOMENS CLOTHING,5059595894803,2023-10-11,2023-10-10,GB,59.00,1,29.00,0,0.00,MD,Online,Concession,20.00,4.83,24.17,37.00,8.94,Crew Clothing Company,6RTYY276
ONL,A95230,1004088998,67747601,WSN011_STRAW,ONE,CR NAT CREW CLOTHING,4F02,WOMENS CLOTHING,5059595781448,2023-10-11,2023-10-10,GB,49.00,1,49.00,0,0.00,FP,Online,Concession,20.00,8.17,40.83,37.00,15.11,Crew Clothing Company,6RTY2DYJ
ONL,A95230,291663043,C9284427,MRA038_NAVY,44 R,CR BLU CREW CLOTHING,4F05,MENS PP+,5059595662440,2023-10-11,2023-09-27,GB,75.00,0,0.00,-1,-75.00,MD,Online,Concession,20.00,-12.50,-62.50,37.00,-23.13,Crew Clothing Company,6RQ5VFKL
ONL,A95230,1005059319,41197613,WSD023_PINK,8,CR PNK CREW CLOTHING,4F06,WOMENS PP+,5059595763123,2023-10-11,2023-10-05,DE,65.00,1,37.71,0,0.00,MD,Online,Concession,19.00,6.02,31.69,37.00,11.73,Crew Clothing Company,6RSH307S
ONL,A95230,291673691,92080815,WTE001_WHTNVY,12,CR WHI CREW CLOTHING,4F02,WOMENS CLOTHING,5063013011079,2023-10-11,2023-10-08,GB,39.00,0,0.00,-1,-39.00,FP,Online,Concession,20.00,-6.50,-32.50,37.00,-12.03,Crew Clothing Company,6RTJXH5W
ONL,A25671,1005141606,T3118222,GBP002_PINK,8-9 Yrs,CR PNK CREW CLOTHING,4F08,GIRLS PP+,5054409390625,2023-10-11,2023-10-10,GB,23.00,1,23.00,0,0.00,FP,Online,Non-stocked,0.00,0.00,23.00,37.00,8.51,Crew Clothing Company,6RTYSK9Q
ONL,A95230,1004801760,68397806,MSE055_YLLWSTRIPE,X-Large,CR YEL CREW CLOTHING,4F01,MENS CLOTHING,5059595823896,2023-10-11,2023-10-10,GB,27.00,1,13.50,0,0.00,MD,Online,Concession,20.00,2.25,11.25,37.00,4.16,Crew Clothing Company,6RTYLW70
ONL,A25671,1004631370,69547460,GHO002_PINK,7-8 Yrs,CR PNK CREW CLOTHING,4F04,GIRLS CLOTHING,5059595951667,2023-10-11,2023-10-10,GB,60.00,1,60.00,0,0.00,FP,Online,Non-stocked,0.00,0.00,60.00,37.00,22.20,Crew Clothing Company,6RTYB702
ONL,A95230,291597603,86715070,GGM004_PINK MULTI,9-10 yrs,CR PNK CREW CLOTHING,4F04,GIRLS CLOTHING,5059595770176,2023-10-11,2023-10-05,GB,22.00,0,0.00,-1,-11.00,MD,Online,Concession,0.00,0.00,-11.00,37.00,-4.07,Crew Clothing Company,6RSFWWSF
ONL,A95230,1004804492,T4957404,MPB059PORTROY,Large,CR RED CREW CLOTHING,4F01,MENS CLOTHING,5059595366171,2023-10-11,2023-10-11,GB,32.00,1,32.00,0,0.00,MD,Online,Concession,20.00,5.33,26.67,37.00,9.87,Crew Clothing Company,6RV8MDW6
