Company Account,Merchant Account,Psp Reference,Merchant Reference,Payment Method,Creation Date,TimeZone,Type,Modification Reference,Gross Currency,Gross Debit (GC),Gross Credit (GC),Exchange Rate,Net Currency,Net Debit (NC),Net Credit (NC),Commission (NC),Markup (NC),Scheme Fees (NC),Interchange (NC),Payment Method Variant,Modification Merchant Reference,Batch Number,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10,Merchant Order Reference,Store
CrewClothing,CrewClothingWebsite,JW2BWQWSB7J83VB2,16073448-230730174540-24989,mc,2023-09-11 07:16:04,BST,Refunded,W9PVJC53RFNR8HG2,GBP,55.26,,1,GBP,55.26,,,,,,mcpremiumcredit,8259424X7789853,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,DLPQ9P7KN3MGX632,16998497-230830173146-18118,visa,2023-09-11 07:16:04,BST,Refunded,JFRXM3RBX2PH2C52,GBP,39.00,,1,GBP,39.00,,,,,,visapremiumcredit,8259431X7789865,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,DLPQ9P7KN3MGX632,16998497-230830173146-18118,visa,2023-09-11 07:16:17,BST,Refunded,QX8FN3RBX2PH2C52,GBP,30.00,,1,GBP,30.00,,,,,,visapremiumcredit,8259431X7789864,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,Q77JSJW4C8XZ2C32,17038683-230827084357-88781,mc,2023-09-11 07:16:17,BST,Refunded,XPT4VWPJJDM4KH52,GBP,27.00,,1,GBP,27.00,,,,,,mcpremiumcredit,8259427X7789859,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,Q77JSJW4C8XZ2C32,17038683-230827084357-88781,mc,2023-09-11 07:16:18,BST,Refunded,TVPRVWPJJDM4KH52,GBP,44.25,,1,GBP,44.25,,,,,,mcpremiumcredit,8259427X7789858,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,X5FZ499SV42B7F32,17031459-230826104202-26301,visa,2023-09-11 07:21:07,BST,Refunded,G72H72QJJDM4KH52,GBP,36.75,,1,GBP,36.75,,,,,,visastandarddebit,8259437X7789878,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,X5FZ499SV42B7F32,17031459-230826104202-26301,visa,2023-09-11 07:21:07,BST,Refunded,PZLDLJ9HMNVCHK52,GBP,36.75,,1,GBP,36.75,,,,,,visastandarddebit,8259437X7789877,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,JGJ2K4CCW3LJ7XB2,16688783-230824125924-34272,mc,2023-09-11 07:21:07,BST,Refunded,SC9RFSV849PDPK52,GBP,48.75,,1,GBP,48.75,,,,,,mcstandardcredit,8259436X7789876,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,QF66ZCWHF3VMPPG2,16991633-230820070706-73979,visa_applepay,2023-09-11 07:21:20,BST,Refunded,CP46Z4MWQF2XRP52,GBP,19.80,,1,GBP,19.80,,,,,,visa_applepay,8259434X7789873,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,B3XNJ2K9HXMSC2C2,17031738-230831064236-49397,visa,2023-09-11 07:22:14,BST,Refunded,LRJS9QQS72HSGHG2,GBP,44.25,,1,GBP,44.25,,,,,,visastandarddebit,8259443X7789887,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,QR4ZWLV7HXMSC2C2,17055427-230829102027-8833,visa,2023-09-11 07:22:15,BST,Refunded,NQNX4K9HMNVCHK52,GBP,18.00,,1,GBP,18.00,,,,,,visastandarddebit,8259442X7789886,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,QT9M8JS58XNQ4932,17035165-230826175453-84472,mc,2023-09-11 07:27:01,BST,Refunded,FLVXD49WW3LJ7XB2,GBP,24.00,,1,GBP,24.00,,,,,,mcstandarddebit,8259457X7789922,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,CWWWS8ZRRSQ29C32,17017638-230824121941-21478,visa,2023-09-11 07:27:03,BST,Refunded,MG39QZCJP27PXPB2,GBP,47.70,,1,GBP,47.70,,,,,,visapremiumcredit,8259453X7789907,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,H7DQ9HQDSRB99VB2,16497781-230824115648-30601,mc,2023-09-11 07:27:15,BST,Refunded,KL5FNVFMHXMSC2C2,GBP,59.25,,1,GBP,59.25,,,,,,mcpremiumcredit,8259452X7789906,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,H7DQ9HQDSRB99VB2,16497781-230824115648-30601,mc,2023-09-11 07:27:15,BST,Refunded,ZSFMBDVNDNDKFXB2,GBP,20.70,,1,GBP,20.70,,,,,,mcpremiumcredit,8259452X7789905,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,JH7JLQRCF3VMPPG2,16959121-230815163353-48745,mc_applepay,2023-09-11 07:27:16,BST,Refunded,G884CDVNDNDKFXB2,GBP,44.00,,1,GBP,44.00,,,,,,mc_applepay,8259451X7789904,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,J2KKX3XNB8XZ2C32,16546594-230814000122-86183,mc,2023-09-11 07:27:16,BST,Refunded,JGX3SZCJP27PXPB2,GBP,21.14,,1,GBP,21.14,,,,,,mcpremiumcredit,8259450X7789903,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,J2KKX3XNB8XZ2C32,16546594-230814000122-86183,mc,2023-09-11 07:27:16,BST,Refunded,SK26K63FXJGTK2C2,GBP,19.16,,1,GBP,19.16,,,,,,mcpremiumcredit,8259450X7789902,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,J2KKX3XNB8XZ2C32,16546594-230814000122-86183,mc,2023-09-11 07:27:16,BST,Refunded,T3K4LWM7G3VMPPG2,GBP,35.00,,1,GBP,35.00,,,,,,mcpremiumcredit,8259450X7789901,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,J2KKX3XNB8XZ2C32,16546594-230814000122-86183,mc,2023-09-11 07:27:17,BST,Refunded,RRCKLWM7G3VMPPG2,GBP,32.19,,1,GBP,32.19,,,,,,mcpremiumcredit,8259450X7789900,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,J2KKX3XNB8XZ2C32,16546594-230814000122-86183,mc,2023-09-11 07:27:17,BST,Refunded,NQ5ZXNLC3TP4J4C2,GBP,30.65,,1,GBP,30.65,,,,,,mcpremiumcredit,8259450X7789899,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,PTWWCV4XWJGTK2C2,17046435-230827210129-75959,mc,2023-09-11 07:27:43,BST,Refunded,LS9FXZCJP27PXPB2,GBP,30.00,,1,GBP,30.00,,,,,,mcstandardcredit,8259459X7789926,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,LJMKB8XKN3MGX632,16621325-230831130901-11030,mc,2023-09-11 07:27:43,BST,Refunded,XWXRHB47D7J83VB2,GBP,36.75,,1,GBP,36.75,,,,,,mcstandardcredit,8259461X7789928,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,QT9M8JS58XNQ4932,17035165-230826175453-84472,mc,2023-09-11 07:27:43,BST,Refunded,V99JPWM7G3VMPPG2,GBP,21.75,,1,GBP,21.75,,,,,,mcstandarddebit,8259457X7789923,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,CKN2279DRCVPV832,16947101-230826194744-42607,mc,2023-09-11 07:27:43,BST,Refunded,KBK2P63FXJGTK2C2,GBP,48.75,,1,GBP,48.75,,,,,,mcpremiumcredit,8259458X7789924,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,PTWWCV4XWJGTK2C2,17046435-230827210129-75959,mc,2023-09-11 07:27:43,BST,Refunded,KZ9FXZCJP27PXPB2,GBP,75.60,,1,GBP,75.60,,,,,,mcstandardcredit,8259459X7789925,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,RDRQWS66W3LJ7XB2,16984637-230818190337-80249,mc,2023-09-11 07:30:56,BST,Refunded,Z26V7T8HKBHVM232,GBP,28.00,,1,GBP,28.00,,,,,,mcstandardcredit,8259466X7789932,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,Z7XD6C9SB8XZ2C32,16974627-230817171111-14492,visa,2023-09-11 07:31:08,BST,Refunded,MBTFH4L4N5FJBFG2,GBP,45.00,,1,GBP,45.00,,,,,,visapremiumcredit,8259465X7789931,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,H6HFPD2KCPSBFF32,16193549-230825113646-52818,mc,2023-09-11 07:31:09,BST,Refunded,CDRW6QBLC8XZ2C32,GBP,22.50,,1,GBP,22.50,,,,,,mcstandardcredit,8259468X7789934,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,Z7XD6C9SB8XZ2C32,16974627-230817171111-14492,visa,2023-09-11 07:31:09,BST,Refunded,VG8FCJHBW42B7F32,GBP,20.00,,1,GBP,20.00,,,,,,visapremiumcredit,8259465X7789930,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,MRJ6C6HQBPSBFF32,16860963-230731080509-21170,mc,2023-09-11 07:32:58,BST,Refunded,VRQDRM53RFNR8HG2,GBP,8.00,,1,GBP,8.00,,,,,,mcstandarddebit,8259471X7789939,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,XNDJJH8JSRB99VB2,17006550-230828093919-49417,mc,2023-09-11 07:37:03,BST,Refunded,GZZB4KVNDNDKFXB2,GBP,48.75,,1,GBP,48.75,,,,,,mcpremiumcredit,8259486X7789955,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,PWFB47P64QNTF232,17026136-230825152817-96858,mc,2023-09-11 07:37:03,BST,Refunded,LW8VJ6DJP27PXPB2,GBP,66.75,,1,GBP,66.75,,,,,,mcstandardcredit,8259485X7789954,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,BCCWQ5V3KBHVM232,17056974-230829144603-34732,visa,2023-09-11 07:37:03,BST,Refunded,QRL44KVNDNDKFXB2,GBP,26.00,,1,GBP,26.00,,,,,,visastandarddebit,8259487X7789957,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,KSGQ6ZHKM5FJBFG2,16782427-230825115353-87144,visa,2023-09-11 07:37:03,BST,Refunded,K3XP9C3FXJGTK2C2,GBP,46.80,,1,GBP,46.80,,,,,,visastandarddebit,8259484X7789953,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,VZNPZ9C7SRB99VB2,16981260-230818112336-40509,mc,2023-09-11 07:37:03,BST,Refunded,PDCH4H47D7J83VB2,GBP,19.80,,1,GBP,19.80,,,,,,mcstandardcredit,8259483X7789952,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,BBVC4CGJV42B7F32,16974954-230817172242-92862,mc,2023-09-11 07:37:03,BST,Refunded,H5ZBH585JFJ5Q4C2,GBP,46.00,,1,GBP,46.00,,,,,,mcstandarddebit,8259482X7789949,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,VZNPZ9C7SRB99VB2,16981260-230818112336-40509,mc,2023-09-11 07:37:04,BST,Refunded,K2QBK6DJP27PXPB2,GBP,29.70,,1,GBP,29.70,,,,,,mcstandardcredit,8259483X7789951,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,BCCWQ5V3KBHVM232,17056974-230829144603-34732,visa,2023-09-11 07:37:04,BST,Refunded,L85XPVQQ8GDNQPB2,GBP,51.75,,1,GBP,51.75,,,,,,visastandarddebit,8259487X7789956,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,VZNPZ9C7SRB99VB2,16981260-230818112336-40509,mc,2023-09-11 07:37:04,BST,Refunded,S5ST999WW3LJ7XB2,GBP,34.20,,1,GBP,34.20,,,,,,mcstandardcredit,8259483X7789950,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,FKFCFK26HXMSC2C2,17029471-230827083349-4307,mc,2023-09-11 07:41:02,BST,Refunded,ZBSRRHRBX2PH2C52,GBP,9.00,,1,GBP,9.00,,,,,,mcstandardcredit,8259491X7789978,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,FKFCFK26HXMSC2C2,17029471-230827083349-4307,mc,2023-09-11 07:41:02,BST,Refunded,ZZLMJNG77KXMMM52,GBP,7.20,,1,GBP,7.20,,,,,,mcstandardcredit,8259491X7789975,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,FKFCFK26HXMSC2C2,17029471-230827083349-4307,mc,2023-09-11 07:41:03,BST,Refunded,FBZB645R3SS3CH52,GBP,11.70,,1,GBP,11.70,,,,,,mcstandardcredit,8259491X7789977,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,NGC74CW38XNQ4932,17018696-230824150507-38314,mc,2023-09-11 07:41:03,BST,Refunded,SKF4KNG77KXMMM52,GBP,48.75,,1,GBP,48.75,,,,,,mcstandarddebit,8259490X7789963,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,C9LP3ZJCVMNNWPG2,17004715-230822125834-72599,mc,2023-09-11 07:41:03,BST,Refunded,RCFPSHRBX2PH2C52,GBP,30.60,,1,GBP,30.60,,,,,,mcstandardcredit,8259488X7789958,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,FKFCFK26HXMSC2C2,17029471-230827083349-4307,mc,2023-09-11 07:41:03,BST,Refunded,XBKPCV9HMNVCHK52,GBP,12.60,,1,GBP,12.60,,,,,,mcstandardcredit,8259491X7789970,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,NGC74CW38XNQ4932,17018696-230824150507-38314,mc,2023-09-11 07:41:03,BST,Refunded,RG2HSHRBX2PH2C52,GBP,33.75,,1,GBP,33.75,,,,,,mcstandarddebit,8259490X7789961,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,FKFCFK26HXMSC2C2,17029471-230827083349-4307,mc,2023-09-11 07:41:03,BST,Refunded,M8KPCV9HMNVCHK52,GBP,12.60,,1,GBP,12.60,,,,,,mcstandardcredit,8259491X7789971,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,NGC74CW38XNQ4932,17018696-230824150507-38314,mc,2023-09-11 07:41:03,BST,Refunded,HTTT66W849PDPK52,GBP,48.75,,1,GBP,48.75,,,,,,mcstandarddebit,8259490X7789962,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,FKFCFK26HXMSC2C2,17029471-230827083349-4307,mc,2023-09-11 07:41:03,BST,Refunded,VG2VPR53RFNR8HG2,GBP,9.00,,1,GBP,9.00,,,,,,mcstandardcredit,8259491X7789964,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,FKFCFK26HXMSC2C2,17029471-230827083349-4307,mc,2023-09-11 07:41:04,BST,Refunded,R4GHZCQJJDM4KH52,GBP,5.40,,1,GBP,5.40,,,,,,mcstandardcredit,8259491X7789967,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,FKFCFK26HXMSC2C2,17029471-230827083349-4307,mc,2023-09-11 07:41:04,BST,Refunded,SNZDMRD4FMHJ8C52,GBP,7.20,,1,GBP,7.20,,,,,,mcstandardcredit,8259491X7789966,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,FKFCFK26HXMSC2C2,17029471-230827083349-4307,mc,2023-09-11 07:41:04,BST,Refunded,LHMMPR53RFNR8HG2,GBP,4.50,,1,GBP,4.50,,,,,,mcstandardcredit,8259491X7789968,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,FKFCFK26HXMSC2C2,17029471-230827083349-4307,mc,2023-09-11 07:41:04,BST,Refunded,Q58FPR53RFNR8HG2,GBP,7.20,,1,GBP,7.20,,,,,,mcstandardcredit,8259491X7789974,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,FKFCFK26HXMSC2C2,17029471-230827083349-4307,mc,2023-09-11 07:41:04,BST,Refunded,MB2VJNG77KXMMM52,GBP,6.30,,1,GBP,6.30,,,,,,mcstandardcredit,8259491X7789969,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,FKFCFK26HXMSC2C2,17029471-230827083349-4307,mc,2023-09-11 07:41:05,BST,Refunded,RB7XLRD4FMHJ8C52,GBP,12.60,,1,GBP,12.60,,,,,,mcstandardcredit,8259491X7789976,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,FKFCFK26HXMSC2C2,17029471-230827083349-4307,mc,2023-09-11 07:41:05,BST,Refunded,MSZDMRD4FMHJ8C52,GBP,6.30,,1,GBP,6.30,,,,,,mcstandardcredit,8259491X7789965,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,FKFCFK26HXMSC2C2,17029471-230827083349-4307,mc,2023-09-11 07:41:05,BST,Refunded,ZX72SHRBX2PH2C52,GBP,7.20,,1,GBP,7.20,,,,,,mcstandardcredit,8259491X7789973,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,FKFCFK26HXMSC2C2,17029471-230827083349-4307,mc,2023-09-11 07:41:05,BST,Refunded,H6DKJ3RS72HSGHG2,GBP,11.70,,1,GBP,11.70,,,,,,mcstandardcredit,8259491X7789972,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,FGGN43XPGXMSC2C2,16818432-230813205434-20149,mc,2023-09-11 07:46:10,BST,Refunded,RX5XMRHBW42B7F32,GBP,52.00,,1,GBP,52.00,,,,,,mcpremiumcredit,8259501X7789991,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,FGGN43XPGXMSC2C2,16818432-230813205434-20149,mc,2023-09-11 07:46:10,BST,Refunded,WWB9Z3ZB7KLH4FG2,GBP,12.00,,1,GBP,12.00,,,,,,mcpremiumcredit,8259501X7789990,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,FXR2X9DQV3LJ7XB2,16899510-230805150124-51693,visa,2023-09-11 07:46:10,BST,Refunded,JPM8HZBLC8XZ2C32,GBP,69.00,,1,GBP,69.00,,,,,,visastandarddebit,8259500X7789987,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,FGGN43XPGXMSC2C2,16818432-230813205434-20149,mc,2023-09-11 07:46:10,BST,Refunded,TMVR4HRM8XNQ4932,GBP,56.00,,1,GBP,56.00,,,,,,mcpremiumcredit,8259501X7789989,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,FGGN43XPGXMSC2C2,16818432-230813205434-20149,mc,2023-09-11 07:46:11,BST,Refunded,X8F4B76VRCVPV832,GBP,15.00,,1,GBP,15.00,,,,,,mcpremiumcredit,8259501X7789988,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,WXDQM2BDW3LJ7XB2,16649960-230825144427-30021,mc,2023-09-11 07:46:11,BST,Refunded,BXDD6HRM8XNQ4932,GBP,21.75,,1,GBP,21.75,,,,,,mcstandardcredit,8259505X7789999,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,WXDQM2BDW3LJ7XB2,16649960-230825144427-30021,mc,2023-09-11 07:46:11,BST,Refunded,MZK3KZBLC8XZ2C32,GBP,66.75,,1,GBP,66.75,,,,,,mcstandardcredit,8259505X7789998,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,WXDQM2BDW3LJ7XB2,16649960-230825144427-30021,mc,2023-09-11 07:46:35,BST,Refunded,H68G7FZ58HSFQ632,GBP,29.25,,1,GBP,29.25,,,,,,mcstandardcredit,8259504X7789997,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,JTM57D9SWJGTK2C2,17011010-230823141421-32859,mc,2023-09-11 07:46:36,BST,Refunded,QQWF7FZ58HSFQ632,GBP,58.50,,1,GBP,58.50,,,,,,mcstandardcredit,8259502X7789994,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,JTM57D9SWJGTK2C2,17011010-230823141421-32859,mc,2023-09-11 07:46:36,BST,Refunded,FCJ5RRHBW42B7F32,GBP,18.00,,1,GBP,18.00,,,,,,mcstandardcredit,8259502X7789993,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,H63N9XSHVMNNWPG2,17037832-230827074042-32228,visa,2023-09-11 07:46:36,BST,Refunded,CW95F9XCSSQ29C32,GBP,20.70,,1,GBP,20.70,,,,,,visastandarddebit,8259507X7790004,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,JTM57D9SWJGTK2C2,17011010-230823141421-32859,mc,2023-09-11 07:46:36,BST,Refunded,XSKL2PLWN3MGX632,GBP,58.50,,1,GBP,58.50,,,,,,mcstandardcredit,8259502X7789992,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,GFJT6WBSV42B7F32,17032325-230826121705-89563,mc,2023-09-11 07:46:36,BST,Refunded,ZG2GLZBLC8XZ2C32,GBP,22.50,,1,GBP,22.50,,,,,,mcpremiumcredit,8259506X7790001,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,H63N9XSHVMNNWPG2,17037832-230827074042-32228,visa,2023-09-11 07:46:36,BST,Refunded,D4FG44ZB7KLH4FG2,GBP,36.00,,1,GBP,36.00,,,,,,visastandarddebit,8259507X7790003,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,GFJT6WBSV42B7F32,17032325-230826121705-89563,mc,2023-09-11 07:46:36,BST,Refunded,SPVHF76VRCVPV832,GBP,31.50,,1,GBP,31.50,,,,,,mcpremiumcredit,8259506X7790000,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,H63N9XSHVMNNWPG2,17037832-230827074042-32228,visa,2023-09-11 07:46:36,BST,Refunded,C8PCF9XCSSQ29C32,GBP,18.00,,1,GBP,18.00,,,,,,visastandarddebit,8259507X7790002,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,V2FHTVM5RCVPV832,16987395-230819103801-74781,visa,2023-09-11 07:47:56,BST,Refunded,LKCJ2JRM8XNQ4932,GBP,32.00,,1,GBP,32.00,,,,,,visapremiumcredit,8259508X7790005,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,BNSJ9KDM6KLH4FG2,16993685-230820111624-13217,mc,2023-09-11 07:52:04,BST,Refunded,KLXTTFDJP27PXPB2,GBP,22.50,,1,GBP,22.50,,,,,,mcpremiumcredit,8259512X7790013,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,BNSJ9KDM6KLH4FG2,16993685-230820111624-13217,mc,2023-09-11 07:52:05,BST,Refunded,QJRGSBGMHXMSC2C2,GBP,24.30,,1,GBP,24.30,,,,,,mcpremiumcredit,8259512X7790012,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,BNSJ9KDM6KLH4FG2,16993685-230820111624-13217,mc,2023-09-11 07:52:05,BST,Refunded,CJ8MML3FXJGTK2C2,GBP,18.90,,1,GBP,18.90,,,,,,mcpremiumcredit,8259512X7790010,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,N6NZMQZJV42B7F32,16629350-230818080739-88916,mc,2023-09-11 07:52:05,BST,Refunded,NLRGGSVNDNDKFXB2,GBP,29.70,,1,GBP,29.70,,,,,,mcstandarddebit,8259511X7790009,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,SM7KKCV5HFJ5Q4C2,16938774-230811192406-75457,paywithgoogle,2023-09-11 07:52:05,BST,Refunded,GB8B46RQ8GDNQPB2,GBP,41.00,,1,GBP,41.00,,,,,,mcpremiumcredit,8259510X7790007,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,BNSJ9KDM6KLH4FG2,16993685-230820111624-13217,mc,2023-09-11 07:52:05,BST,Refunded,KC4KSD85JFJ5Q4C2,GBP,35.00,,1,GBP,35.00,,,,,,mcpremiumcredit,8259512X7790011,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,JJ4JVQWVRSQ29C32,16981323-230827191336-65902,mc_applepay,2023-09-11 07:52:05,BST,Refunded,BL98TD85JFJ5Q4C2,GBP,21.75,,1,GBP,21.75,,,,,,mc_applepay,8259517X7790024,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,N6NZMQZJV42B7F32,16629350-230818080739-88916,mc,2023-09-11 07:52:05,BST,Refunded,PH6PGSVNDNDKFXB2,GBP,29.70,,1,GBP,29.70,,,,,,mcstandarddebit,8259511X7790008,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,DVFRNMT4DNDKFXB2,17016750-230824102304-23610,visa,2023-09-11 07:52:05,BST,Refunded,HVJZMJ9WW3LJ7XB2,GBP,48.75,,1,GBP,48.75,,,,,,visastandarddebit,8259516X7790022,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,JJ4JVQWVRSQ29C32,16981323-230827191336-65902,mc_applepay,2023-09-11 07:52:05,BST,Refunded,NF5TGQ47D7J83VB2,GBP,36.90,,1,GBP,36.90,,,,,,mc_applepay,8259517X7790023,564,,,,,,,,,
CrewClothing,CrewClothingWebsite,QT2C4XGQRSQ29C32,17007578-230822195155-80238,visa,2023-09-11 07:52:05,BST,Refunded,WS2R46RQ8GDNQPB2,GBP,20.70,,1,GBP,20.70,,,,,,visastandarddebit,8259515X7790020,564,,,,,,,,,
