Company Account,Merchant Account,Psp Reference,Merchant Reference,Payment Method,Creation Date,TimeZone,Type,Modification Reference,Gross Currency,Gross Debit (GC),Gross Credit (GC),Exchange Rate,Net Currency,Net Debit (NC),Net Credit (NC),Commission (NC),Markup (NC),Scheme Fees (NC),Interchange (NC),Payment Method Variant,Modification Merchant Reference,Batch Number,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10,Merchant Order Reference,Store
CrewClothing,CrewClothingPOS,TLDD87NLH754KH52,176A0112358,visa,2023-09-11 09:55:02,BST,Settled,M29RL7W8H8TJGHH2,GBP,,69.00,1,GBP,,68.73,,0.11,0.02,0.14,visastandarddebit,<auto>,576,,,,,,,,,176
CrewClothing,CrewClothingPOS,JZXD2GJZMV4GX632,170A0120238,mc,2023-09-11 09:55:39,BST,Settled,GX67W7W8H8TJGHH2,GBP,,99.20,1,GBP,,98.70,,0.16,0.04,0.30,mcpremiumcredit,<auto>,576,,,,,,,,,170
CrewClothing,CrewClothingPOS,H9V5JD5K2HC83VB2,136A0119909,visa,2023-09-11 09:56:51,BST,Settled,FL3J9PSH8KPJDXG2,GBP,,63.00,1,GBP,,62.75,,0.10,0.02,0.13,visastandarddebit,<auto>,576,,,,,,,,,136
CrewClothing,CrewClothingPOS,QZHGBZTDP73KFXB2,631A0106484,visa,2023-09-11 09:57:00,BST,Settled,N94SRJ5MDT3TLKH2,GBP,,10.80,1,GBP,,10.75,,0.02,0.01,0.02,visastandarddebit,<auto>,576,,,,,,,,,631
CrewClothing,CrewClothingPOS,V29683VFRM829C32,170A0120239,mc,2023-09-11 09:57:23,BST,Settled,GKDXWX9H2N2J8HH2,GBP,,49.00,1,GBP,,48.75,,0.08,0.02,0.15,mcpremiumcredit,<auto>,576,,,,,,,,,170
CrewClothing,CrewClothingPOS,QVNMJDL48FTG2C52,177A0117469,visa,2023-09-11 09:58:17,BST,Settled,H39CG7DSVK3VQ482,GBP,,15.00,1,GBP,,14.94,,0.02,0.01,0.03,visastandarddebit,<auto>,576,,,,,,,,,177
CrewClothing,CrewClothingPOS,S62XPW6KJ5ZTM232,173A0127307,visa,2023-09-11 10:00:08,BST,Settled,J2CTF6DRFC8X3SG2,GBP,,52.00,1,GBP,,51.80,,0.08,0.02,0.10,visastandarddebit,<auto>,576,,,,,,,,,173
CrewClothing,CrewClothingPOS,FLJ4DRCWW3LJ7XB2,162A0128822,mc,2023-09-11 10:00:45,BST,Settled,LZG9DC6XXH7NT6G2,GBP,,85.00,1,GBP,,84.57,,0.14,0.03,0.26,mcpremiumcredit,<auto>,576,,,,,,,,,162
CrewClothing,CrewClothingPOS,C9H2S655T46XZP52,232A0119219,visa,2023-09-11 10:01:26,BST,Settled,W62W7FPCM29WTRG2,GBP,,80.00,1,GBP,,79.60,,0.13,0.03,0.24,visapremiumcredit,<auto>,576,,,,,,,,,232
CrewClothing,CrewClothingPOS,J7H34QN4N5FJBFG2,114A0116243,mc,2023-09-11 10:01:54,BST,Settled,V92RWC6XXH7NT6G2,GBP,,31.50,1,GBP,,31.37,,0.05,0.02,0.06,mcstandarddebit,<auto>,576,,,,,,,,,114
CrewClothing,CrewClothingPOS,JZ7BT94P7GQH7XB2,170A0120240,visa,2023-09-11 10:02:07,BST,Refunded,BRZRHZQ2GZ8TJ482,GBP,85.00,,1,GBP,85.00,,,,,,visastandarddebit,170A0120240,576,,,,,,,,,170
CrewClothing,CrewClothingPOS,G89HX3VDP73KFXB2,2023-09-11 10:01:11,mc,2023-09-11 10:02:38,BST,Settled,FT4VTHWXG6RTJ482,GBP,,160.00,1,GBP,,159.20,,0.26,0.06,0.48,mcsuperpremiumcredit,<auto>,576,,,,,,,,,127
CrewClothing,CrewClothingPOS,T49PQTLX5HX3KH52,227A0115919,mc,2023-09-11 10:04:24,BST,Settled,BK7GNGPCM29WTRG2,GBP,,65.00,1,GBP,,64.67,,0.10,0.03,0.20,mcsuperpremiumcredit,<auto>,576,,,,,,,,,227
CrewClothing,CrewClothingPOS,ZH9FMQC82LTNXPB2,198A0115790,visa,2023-09-11 10:05:59,BST,Settled,VZFK6P5MDT3TLKH2,GBP,,78.00,1,GBP,,77.70,,0.12,0.02,0.16,visastandarddebit,<auto>,576,,,,,,,,,198
CrewClothing,CrewClothingPOS,P52WJ8MFF9CTF232,167A0123527,visa,2023-09-11 10:06:02,BST,Settled,J3Q87P5MDT3TLKH2,GBP,,42.00,1,GBP,,41.84,,0.07,0.01,0.08,visastandarddebit,<auto>,576,,,,,,,,,167
CrewClothing,CrewClothingPOS,FBZ9T6GWH4MMMM52,162A0128823,visa,2023-09-11 10:06:03,BST,Settled,JX9MWNTGFR7CC462,GBP,,35.00,1,GBP,,34.86,,0.06,0.01,0.07,visapremiumdebit,<auto>,576,,,,,,,,,162
CrewClothing,CrewClothingPOS,D4CVNX8P77CNWPG2,2023-09-11 10:04:55,visa,2023-09-11 10:06:10,BST,Settled,Z3C8ZNTGFR7CC462,GBP,,50.00,1,GBP,,49.80,,0.08,0.02,0.10,visastandarddebit,<auto>,576,,,,,,,,,127
CrewClothing,CrewClothingPOS,JLT6LH3PXNFNTM52,154A0131014,visa,2023-09-11 10:07:10,BST,Settled,K6QVGPTGFR7CC462,GBP,,80.00,1,GBP,,79.69,,0.13,0.02,0.16,visastandarddebit,<auto>,576,,,,,,,,,154
CrewClothing,CrewClothingPOS,CH28KDPN5CZ89VB2,2023-09-11 10:07:02,visa,2023-09-11 10:08:16,BST,Settled,F6MTLLWXG6RTJ482,GBP,,60.00,1,GBP,,59.76,,0.10,0.02,0.12,visastandarddebit,<auto>,576,,,,,,,,,178
CrewClothing,CrewClothingPOS,JQS737ZNDNDKFXB2,129A0111010,mc,2023-09-11 10:08:42,BST,Settled,XVCW8H6XXH7NT6G2,GBP,,7.20,1,GBP,,7.17,,0.01,0.01,0.01,mcstandarddebit,<auto>,576,,,,,,,,,129
CrewClothing,CrewClothingPOS,VT493ZCXZHRZ2C32,179A0122657,mc,2023-09-11 10:08:53,BST,Settled,B2GQ5WSH8KPJDXG2,GBP,,27.00,1,GBP,,26.86,,0.04,0.02,0.08,mcsuperpremiumcredit,<auto>,576,,,,,,,,,179
CrewClothing,CrewClothingPOS,XX4WK7HZ58HSC2C2,164A0135270,visa,2023-09-11 10:09:04,BST,Settled,KSSG8WSH8KPJDXG2,GBP,,21.60,1,GBP,,21.52,,0.03,0.01,0.04,visastandarddebit,<auto>,576,,,,,,,,,164
CrewClothing,CrewClothingPOS,P3K56HBBNRLZ2C32,228A0119625,visa,2023-09-11 10:09:35,BST,Settled,M9ZL8MWXG6RTJ482,GBP,,82.79,1,GBP,,82.47,,0.13,0.02,0.17,visastandarddebit,<auto>,576,,,,,,,,,228
CrewClothing,CrewClothingPOS,JPK42TGJP27PXPB2,190A0125561,mc,2023-09-11 10:09:47,BST,Refunded,CQXRX7K6JWDMM6G2,GBP,11.70,,1,GBP,11.70,,,,,,mcstandarddebit,190A0125561,576,,,,,,,,,190
CrewClothing,CrewClothingPOS,JXCLHR2DSSQ29C32,2023-09-11 10:09:01,visa,2023-09-11 10:10:03,BST,Refunded,D45DWH6XXH7NT6G2,GBP,55.00,,1,GBP,55.00,,,,,,visastandarddebit,2023-09-11 10:09:01,576,,,,,,,,,199
CrewClothing,CrewClothingPOS,V8P5GDFVWHKHBFG2,193A0155841,mc,2023-09-11 10:11:21,BST,Settled,W87ZZ5R2GZ8TJ482,GBP,,18.89,1,GBP,,18.79,,0.03,0.01,0.06,mcpremiumcredit,<auto>,576,,,,,,,,,193
CrewClothing,CrewClothingPOS,NSPDV39P77CNWPG2,235A0106026,visa,2023-09-11 10:12:43,BST,Settled,FLGNRNWXG6RTJ482,GBP,,65.00,1,GBP,,64.75,,0.10,0.02,0.13,visapremiumdebit,<auto>,576,,,,,,,,,235
CrewClothing,CrewClothingPOS,KLD9R4XTM3Z9FF32,192A0152023,visa,2023-09-11 10:12:46,BST,Settled,DVBCP6R2GZ8TJ482,GBP,,15.35,1,GBP,,15.29,,0.02,0.01,0.03,visapremiumdebit,<auto>,576,,,,,,,,,192
CrewClothing,CrewClothingPOS,JX27R7LLHDMRGHG2,163A0119201,visa,2023-09-11 10:13:38,BST,Settled,JJ5757R2GZ8TJ482,GBP,,50.00,1,GBP,,49.80,,0.08,0.02,0.10,visastandarddebit,<auto>,576,,,,,,,,,163
CrewClothing,CrewClothingPOS,HGGQJN3C7KLH4FG2,183A0159975,mc,2023-09-11 10:14:57,BST,Settled,BJ5CBL6XXH7NT6G2,GBP,,33.60,1,GBP,,33.46,,0.05,0.02,0.07,mcsuperpremiumdebit,<auto>,576,,,,,,,,,183
CrewClothing,CrewClothingPOS,R7G6XDJ5QSZSF232,228A0119626,mc,2023-09-11 10:15:29,BST,Settled,JKCMX2LTFWVFZP72,GBP,,29.70,1,GBP,,29.54,,0.05,0.02,0.09,mcstandardcredit,<auto>,576,,,,,,,,,228
CrewClothing,CrewClothingPOS,XZNW4F3WRRN4Q4C2,631A0106485,mc,2023-09-11 10:16:31,BST,Settled,F8W9CJDSVK3VQ482,GBP,,50.00,1,GBP,,49.80,,0.08,0.02,0.10,mcstandarddebit,<auto>,576,,,,,,,,,631
CrewClothing,CrewClothingPOS,ZK2NDP4SN8HBFF32,161A0120327,visa,2023-09-11 10:17:51,BST,Settled,D7MVNVTGFR7CC462,GBP,,25.00,1,GBP,,24.90,,0.04,0.01,0.05,visastandarddebit,<auto>,576,,,,,,,,,161
CrewClothing,CrewClothingPOS,ND8L22P4N5FJBFG2,2023-09-11 10:17:12,mc,2023-09-11 10:18:16,BST,Refunded,MQTFWM6XXH7NT6G2,GBP,22.00,,1,GBP,22.00,,,,,,mcpremiumcredit,2023-09-11 10:17:12,576,,,,,,,,,116
CrewClothing,CrewClothingPOS,PM9FHJ2HDJZQ8HG2,185A0124774,mc,2023-09-11 10:18:47,BST,Settled,VTKHK4LTFWVFZP72,GBP,,90.00,1,GBP,,89.55,,0.14,0.04,0.27,mcsuperpremiumcredit,<auto>,576,,,,,,,,,185
CrewClothing,CrewClothingPOS,VNH7TCLMZL9GX632,193A0155842,visa,2023-09-11 10:19:55,BST,Settled,NLXQXW5MDT3TLKH2,GBP,,90.00,1,GBP,,89.66,,0.14,0.02,0.18,visastandarddebit,<auto>,576,,,,,,,,,193
CrewClothing,CrewClothingPOS,XXQ45GK77KXMMM52,214A0117229,mc,2023-09-11 10:20:02,BST,Settled,Q28SRN6XXH7NT6G2,GBP,,52.00,1,GBP,,51.80,,0.08,0.02,0.10,mcstandarddebit,<auto>,576,,,,,,,,,214
CrewClothing,CrewClothingPOS,X7WL33HJ98QHBFG2,221A0149532,mc,2023-09-11 10:20:49,BST,Settled,P2M9K5LTFWVFZP72,GBP,,20.00,1,GBP,,19.92,,0.03,0.01,0.04,mcstandarddebit,<auto>,576,,,,,,,,,221
CrewClothing,CrewClothingPOS,C2DR5Q3PXNFNTM52,164A0135271,visa,2023-09-11 10:21:21,BST,Settled,QFRKNX5MDT3TLKH2,GBP,,34.20,1,GBP,,34.07,,0.05,0.01,0.07,visastandarddebit,<auto>,576,,,,,,,,,164
CrewClothing,CrewClothingPOS,KC57FRX2J49H4FG2,604A0143703,visa,2023-09-11 10:21:24,BST,Settled,GJP8PX5MDT3TLKH2,GBP,,126.30,1,GBP,,125.82,,0.20,0.03,0.25,visastandarddebit,<auto>,576,,,,,,,,,604
CrewClothing,CrewClothingPOS,XWSST6RCKHCQ4932,234A0114337,visa,2023-09-11 10:21:31,BST,Settled,JC22HXTGFR7CC462,GBP,,37.00,1,GBP,,36.86,,0.06,0.01,0.07,visastandarddebit,<auto>,576,,,,,,,,,234
CrewClothing,CrewClothingPOS,K3LVJV7R3SS3CH52,617A0119121,mc,2023-09-11 10:21:42,BST,Refunded,QDXKLP6XXH7NT6G2,GBP,39.00,,1,GBP,39.00,,,,,,mcpremiumcredit,617A0119121,576,,,,,,,,,617
CrewClothing,CrewClothingPOS,BQQN8MPN5CZ89VB2,129A0111011,visa,2023-09-11 10:21:46,BST,Settled,PWX8VX5MDT3TLKH2,GBP,,44.00,1,GBP,,43.83,,0.07,0.01,0.09,visastandarddebit,<auto>,576,,,,,,,,,129
CrewClothing,CrewClothingPOS,B99646MX5HX3KH52,103A0123869,mc,2023-09-11 10:22:04,BST,Settled,N7JV9RPCM29WTRG2,GBP,,49.00,1,GBP,,48.75,,0.08,0.02,0.15,mcpremiumcredit,<auto>,576,,,,,,,,,103
CrewClothing,CrewClothingPOS,C3PLVGCMSM9MMM52,105A0114079,mc,2023-09-11 10:22:12,BST,Settled,WZGTDZR9GVWXVT32,GBP,,80.00,1,GBP,,79.68,,0.13,0.03,0.16,mcstandarddebit,<auto>,576,,,,,,,,,105
CrewClothing,CrewClothingPOS,T4LGJ6MX5HX3KH52,232A0119220,visa,2023-09-11 10:22:18,BST,Settled,VLT3FRPCM29WTRG2,GBP,,55.00,1,GBP,,54.78,,0.09,0.02,0.11,visastandarddebit,<auto>,576,,,,,,,,,232
CrewClothing,CrewClothingPOS,HLB5XXMWQLJMPPG2,2023-09-11 10:21:22,mc,2023-09-11 10:22:39,BST,Refunded,XTKH2ZTGFR7CC462,GBP,41.40,,1,GBP,41.40,,,,,,mcpremiumcredit,2023-09-11 10:21:22,576,,,,,,,,,127
CrewClothing,CrewClothingPOS,C5Z8QR4SN8HBFF32,182A0156007,visa,2023-09-11 10:22:40,BST,Settled,CKHKBZ5MDT3TLKH2,GBP,,57.90,1,GBP,,57.67,,0.09,0.02,0.12,visastandarddebit,<auto>,576,,,,,,,,,182
CrewClothing,CrewClothingPOS,S352J9MM3ZNWRP52,194A0138554,visa,2023-09-11 10:22:41,BST,Settled,B3CVMTWXG6RTJ482,GBP,,23.21,1,GBP,,23.11,,0.04,0.01,0.05,visastandarddebit,<auto>,576,,,,,,,,,194
CrewClothing,CrewClothingPOS,ZNMND3HJP27PXPB2,214A0117230,mc,2023-09-11 10:22:48,BST,Refunded,DXTL5Q6XXH7NT6G2,GBP,35.10,,1,GBP,35.10,,,,,,mcstandarddebit,214A0117230,576,,,,,,,,,214
CrewClothing,CrewClothingPOS,HKTQP9JCDJCWRP52,197A0114006,mc,2023-09-11 10:23:17,BST,Settled,CQV7R6LTFWVFZP72,GBP,,64.00,1,GBP,,63.68,,0.10,0.03,0.19,mcsuperpremiumcredit,<auto>,576,,,,,,,,,197
CrewClothing,CrewClothingPOS,SXD5MSX2J49H4FG2,192A0152024,visa,2023-09-11 10:23:21,BST,Settled,ZB5WMZ5MDT3TLKH2,GBP,,15.35,1,GBP,,15.27,,0.02,0.03,0.03,visastandarddebit,<auto>,576,,,,,,,,,192
CrewClothing,CrewClothingPOS,L2NQPM2JVQMFQ632,164A0135272,visa,2023-09-11 10:23:24,BST,Settled,TVPFFV7QRXVH6XG2,GBP,,26.10,1,GBP,,26.00,,0.04,0.01,0.05,visastandarddebit,<auto>,576,,,,,,,,,164
CrewClothing,CrewClothingPOS,VGJ89S74DPSBFF32,2023-09-11 10:22:21,mc,2023-09-11 10:23:42,BST,Settled,M26WKQ6XXH7NT6G2,GBP,,15.00,1,GBP,,14.92,,0.02,0.01,0.05,mcpremiumcredit,<auto>,576,,,,,,,,,617
CrewClothing,CrewClothingPOS,XC7D97Q8TW94KH52,604A0143704,visa,2023-09-11 10:23:46,BST,Settled,SZMQKZTGFR7CC462,GBP,,24.60,1,GBP,,24.50,,0.04,0.01,0.05,visastandarddebit,<auto>,576,,,,,,,,,604
CrewClothing,CrewClothingPOS,FGHRMKMFF9CTF232,184A0126440,visa,2023-09-11 10:24:02,BST,Settled,JLZZXZ5MDT3TLKH2,GBP,,98.00,1,GBP,,97.62,,0.16,0.02,0.20,visastandarddebit,<auto>,576,,,,,,,,,184
CrewClothing,CrewClothingPOS,MT4CR835945TK2C2,2023-09-11 10:22:46,visa,2023-09-11 10:24:13,BST,Settled,LJNQ326MDT3TLKH2,GBP,,20.70,1,GBP,,20.62,,0.03,0.01,0.04,visastandarddebit,<auto>,576,,,,,,,,,163
CrewClothing,CrewClothingPOS,K4TT5JGWH4MMMM52,633A0105203,visa,2023-09-11 10:24:25,BST,Settled,SPFMVZTGFR7CC462,GBP,,45.00,1,GBP,,44.82,,0.07,0.02,0.09,visastandarddebit,<auto>,576,,,,,,,,,633
CrewClothing,CrewClothingPOS,KH843H9FRBSRC2C2,2023-09-11 10:23:27,visa,2023-09-11 10:25:13,BST,Refunded,XQS6LNDSVK3VQ482,GBP,44.10,,1,GBP,44.10,,,,,,visastandarddebit,2023-09-11 10:23:27,576,,,,,,,,,620
CrewClothing,CrewClothingPOS,FWMD8CS4HWQG4FG2,212A0120272,mc,2023-09-11 10:25:14,BST,Refunded,NLLMLNDSVK3VQ482,GBP,25.20,,1,GBP,25.20,,,,,,mcsuperpremiumcredit,212A0120272,576,,,,,,,,,212
CrewClothing,CrewClothingPOS,HBRZVHQ2DMTCPK52,183A0159976,mc,2023-09-11 10:25:14,BST,Settled,KKLMLNDSVK3VQ482,GBP,,25.20,1,GBP,,25.07,,0.04,0.01,0.08,mcpremiumcredit,<auto>,576,,,,,,,,,183
CrewClothing,CrewClothingPOS,HZNDZJH28NN97F32,146A0122427,visa,2023-09-11 10:25:39,BST,Settled,XPLHH2VGFR7CC462,GBP,,45.00,1,GBP,,44.82,,0.07,0.02,0.09,visastandarddebit,<auto>,576,,,,,,,,,146
CrewClothing,CrewClothingPOS,XH4598TJJDM4KH52,2023-09-11 10:24:38,mc,2023-09-11 10:25:41,BST,Settled,WTNRJR6XXH7NT6G2,GBP,,22.00,1,GBP,,21.88,,0.04,0.01,0.07,mcpremiumcredit,<auto>,576,,,,,,,,,617
CrewClothing,CrewClothingPOS,R3RXWGVDP73KFXB2,2023-09-11 10:23:55,mc,2023-09-11 10:25:42,BST,Settled,GMXRR26MDT3TLKH2,GBP,,30.60,1,GBP,,30.47,,0.05,0.02,0.06,mcstandarddebit,<auto>,576,,,,,,,,,133
CrewClothing,CrewClothingPOS,K4N43V87VT5VM232,222A0137348,visa,2023-09-11 10:25:44,BST,Settled,NW4C5WWXG6RTJ482,GBP,,71.70,1,GBP,,71.43,,0.11,0.02,0.14,visastandarddebit,<auto>,576,,,,,,,,,222
CrewClothing,CrewClothingPOS,JH37PTX2J49H4FG2,234A0114340,visa,2023-09-11 10:26:11,BST,Refunded,WTMPCWWXG6RTJ482,GBP,41.25,,1,GBP,41.25,,,,,,visasuperpremiumcredit,234A0114340,576,,,,,,,,,234
